,alg_name,dataset_name,Accuracy__test_median,Accuracy__test_mean,time__train_median,time__train_mean,Accuracy__test_mean_min,Accuracy__test_mean_max,normalized_Accuracy__test_mean,Accuracy_rank_mean,normalized_F1__test_mean,F1_rank_mean,F1__test_mean_min,F1__test_mean_max,normalized_Log Loss__test_mean,Log Loss_rank_mean,Log Loss__test_mean_min,Log Loss__test_mean_max,alg_type
1450,STG,openml__visualizing_livestock__3731,0.7692307692307693,0.8,1.9102237279999996,2.010963780099998,0.7769230769230769,0.8538461538461538,0.3000000000000006,13.0,0.3000000000000006,13.0,0.7769230769230769,0.8538461538461538,0.027089009328361686,4.0,0.3768081444987982,4.014982952497536,neural
1451,STG,openml__vowel__3022,0.9747474747474747,0.9717171717171716,12.657493983999984,12.962524181799939,0.6242424242424243,0.983838383838384,0.9662921348314601,6.0,0.9685384651431567,6.0,0.6188770001011035,0.9838019178963451,0.02650878523499533,4.0,0.06288853565252293,1.9621469923718862,neural
1452,STG,openml__wall-robot-navigation__9960,0.9312581913499345,0.9319978492455556,64.97153363700045,64.06161713890023,0.6968511610713446,0.9972517390866015,0.7827770829464525,10.0,0.7863953131039931,10.0,0.6932410760376133,0.9972334261224394,0.09336206343943355,9.0,0.01092712229278987,1.8118191960027883,neural
1453,STG,openml__wdbc__9946,0.8771929824561403,0.8824248120300752,7.860259716999963,7.972171876099987,0.8824248120300752,0.9666353383458647,0.0,18.0,0.0,18.0,0.8824248120300752,0.9666353383458647,0.4412348268524267,15.0,0.08929002719669091,0.7046721324001568,neural
1454,STG,openml__wilt__146820,0.9462809917355371,0.9460632582174083,48.95465637650001,48.5908317243,0.9460632582174083,0.9882205738925107,0.0,15.0,0.0,15.0,0.9460632582174083,0.9882205738925107,0.935367226784398,17.0,0.03283728065939332,0.2099084275690326,neural
1455,STG,openml__yeast__145793,0.6141732283464567,0.6185789276340458,15.870049934500003,15.303817841799992,0.5949506311711036,0.6485439320084989,0.4408815298507471,15.0,0.4937412772788054,17.0,0.59029498894969,0.6451427447837514,0.04401854171324387,6.0,0.8309382175283876,1.3733028271229586,neural
1456,SVM,openml__Australian__146818,0.7681159420289855,0.7550724637681159,0.34801024500001176,1.9715078053,0.7115942028985507,0.872463768115942,0.2702702702702702,15.0,0.2702702702702702,15.0,0.7115942028985507,0.872463768115942,0.42697001120565353,13.0,0.3026770878904542,0.7559201271042675,baseline
1457,SVM,openml__Click_prediction_small__190408,0.8315394242803504,0.8315810637107101,129.53926882000002,132.2109439054,0.8315810637107101,0.8385651255356125,0.0,9.0,0.0,9.0,0.8315810637107101,0.8385651255356125,0.008026251672306953,10.0,0.4098558374820949,5.816983981635125,baseline
1458,SVM,openml__LED-display-domain-7digit__125921,0.71,0.704,0.0665630090000002,0.08260165749999984,0.698,0.736,0.15789473684210525,15.0,0.28832565821906153,12.0,0.6970463203463203,0.7316089022089022,0.08815970018342685,7.0,0.8274094934397457,2.539521226992319,baseline
1459,SVM,openml__MiceProtein__146800,1.0,0.9981481481481481,0.48158465400000944,0.4796313913000006,0.6611111111111111,0.9981481481481481,1.0,1.0,0.9999903116428468,2.0,0.614618081477042,0.9981467764060357,0.03469598501908846,5.0,0.011986852568435496,1.380436728528355,baseline
1460,SVM,openml__PhishingWebsites__14952,0.970149247625048,0.9687927634539697,24.229271440500444,24.828791713300053,0.9272734488147742,0.9729533682996081,0.9089182973052358,9.0,0.9089182973052358,9.0,0.9272734488147742,0.9729533682996081,0.1768254242289677,10.0,0.07000450075671823,0.19244295580220658,baseline
1461,SVM,openml__Satellite__167211,0.9941176470588236,0.9943137254901961,0.26260503700000054,0.26238253400000033,0.9864705882352942,0.9949019607843137,0.9302325581395446,2.0,0.9302325581395446,2.0,0.9864705882352942,0.9949019607843137,0.023230700707603014,3.0,0.01834865319974004,0.11479747607867456,baseline
1462,SVM,openml__SpeedDating__146607,0.8556085918854416,0.8558104721088785,11.471342938499696,15.5519841352995,0.8343283348018125,0.8710900676640918,0.5843613898056623,8.0,0.5843613898056623,8.0,0.8343283348018125,0.8710900676640918,0.19743539884826813,12.0,0.30133645924266705,0.44031670985149046,baseline
1463,SVM,openml__acute-inflammations__10089,1.0,0.9416666666666667,0.0011335625000001,0.00158639030000002,0.6,1.0,0.8541666666666666,15.0,0.8541666666666666,15.0,0.6,1.0,0.022924307287674743,12.0,9.992007221626413e-16,1.774645974048077,baseline
1464,SVM,openml__ada_agnostic__3896,0.8125,0.8149938577296633,2.6217413444999993,2.661553537899999,0.79899564282698,0.8575214019732045,0.27335339406213105,14.0,0.27335339406213294,14.0,0.79899564282698,0.8575214019732045,0.7517053072286142,16.0,0.32132847671297876,0.46225408321892913,baseline
1465,SVM,openml__adult-census__3953,0.797911547911548,0.7970578300828531,439.9916119464998,433.1352709828998,0.7844351402648916,0.871441467215953,0.1450778381330988,15.0,0.14507783813309771,15.0,0.7844351402648917,0.871441467215953,0.946463112797287,16.0,0.2796462000579491,0.5126838624728662,baseline
1466,SVM,openml__analcatdata_authorship__3549,1.0,0.9952521008403361,0.1739159769999998,0.1540441633000002,0.9369887955182072,0.9976330532212885,0.9607390300230948,6.0,0.9620857577194718,5.0,0.9338565038030404,0.9976232528964333,0.029387143897462983,6.0,0.00747353889535156,0.9093284298171044,baseline
1467,SVM,openml__analcatdata_boxing1__3540,0.6666666666666666,0.625,0.0033670089999999,0.36996809320000035,0.575,0.8416666666666668,0.18750000000000006,12.0,0.18750000000000006,12.0,0.575,0.8416666666666668,0.09728700955446729,13.0,0.4475763563687602,3.317488542954746,baseline
1468,SVM,openml__analcatdata_chlamydia__3739,0.95,0.93,0.0027801799999997504,0.0025167631999999497,0.74,0.9400000000000001,0.95,2.0,0.95,2.0,0.74,0.9400000000000001,0.004840068258053542,3.0,0.16422154191415753,8.30463061222827,baseline
1469,SVM,openml__analcatdata_dmft__3560,0.19375,0.19449367088607591,0.6502585004999997,55.25843154829986,0.17191455696202532,0.24335443037974686,0.31605758582502713,15.0,0.0,18.0,0.1593779326250816,0.2245984468170374,0.05797172297651735,8.0,1.759145862947913,2.0844000887243874,baseline
1470,SVM,openml__anneal__2867,0.9553058676654183,0.9510237203495631,2.2159521430000026,2.172577077200002,0.7616978776529338,0.9922097378277153,0.8213279896013869,11.0,0.8544288112486034,11.0,0.6585388620297088,0.9907139142304204,0.021600603663693558,10.0,0.03166910947622686,8.094103680095897,baseline
1471,SVM,openml__arrhythmia__5,0.6888888888888889,0.6927053140096618,0.4321984265000012,0.42049663979999996,0.5420289855072464,0.7277294685990338,0.8113943808532781,5.0,0.7862961388471337,7.0,0.38110109934972153,0.6910345782254356,0.01954521601298324,4.0,0.9323204471731495,9.176640261112551,baseline
