dataset_fold_id,Accuracy__test_neural,Accuracy__test_non-neural,F1__test_neural,F1__test_non-neural,MSE__test_neural,MSE__test_non-neural,Log Loss__test_neural,Log Loss__test_non-neural,alg_name_neural,alg_name_non-neural,time__train_neural,time__train_non-neural,time__test_neural,time__test_non-neural
openml__cmc__23__fold_3,0.54421768707483,0.4897959183673469,0.5373020887553017,0.4868164237413623,,,0.941661581309943,0.9617120695647884,DANet,RandomForest,33.627292323999995,0.6843425080000003,0.0272346000000425,0.0722396389999993
openml__cmc__23__fold_4,0.5578231292517006,0.5306122448979592,0.5517492711370263,0.5280043687033068,,,0.9123277744788322,0.8771891733312055,TabNet,CatBoost,47.27504019299977,1.6071202620000804,0.0471997779995945,0.0019832660000247
openml__cmc__23__fold_5,0.5170068027210885,0.54421768707483,0.5021889579233644,0.5438313375393298,,,0.9612698674100596,0.9461987839814124,DANet,RandomForest,83.10390093199999,0.2918226349999955,0.0403085189999501,0.0450281860000032
openml__cmc__23__fold_6,0.4829931972789115,0.5034013605442177,0.4820347279363672,0.5014361300075586,,,0.9479480037072888,0.9319756128394426,NODE,CatBoost,398.4716343390001,0.9648398010000392,0.098411789000238,0.0086860960000194
openml__cmc__23__fold_7,0.5850340136054422,0.6190476190476191,0.5776533298707812,0.6152728308304454,,,0.9205222245554544,0.8568769306242157,DANet,LightGBM,65.9359248439996,0.3282524819999963,0.0549073680003857,0.0026781629999987
openml__cmc__23__fold_8,0.5510204081632653,0.5782312925170068,0.5500036636652132,0.5774754742982523,,,0.9352577150922876,0.8718244667312257,TabNet,CatBoost,27.334194029000173,1.1803696639999544,0.0266766110007665,0.0089805979999937
openml__cmc__23__fold_9,0.6394557823129252,0.6258503401360545,0.642207289419833,0.6247197931661761,,,0.8262653942825376,0.8683431280371384,DANet,XGBoost,74.62942249299977,0.2219490799999732,0.0531376419999105,0.0009119540000028
openml__cnae-9__9981__fold_0,0.9537037037037036,0.9537037037037036,0.9536714975845412,0.9540133779264216,,,0.1241167095932012,0.2476111680345354,rtdl_MLP,LinearModel,8.109324711999989,0.065586085,0.0550968390000434,0.0015174990000001
openml__cnae-9__9981__fold_1,0.8611111111111112,0.8888888888888888,0.8605468605468606,0.887426084382606,,,0.6067189392952391,0.4342863563940261,DANet,XGBoost,70.3310149630006,2.2849007350000647,0.0627139039997928,0.0071739100000058
openml__cnae-9__9981__fold_2,0.9537037037037036,0.9351851851851852,0.953216220172742,0.9346654955350608,,,0.1447310055551725,0.2347347656347768,rtdl_MLP,SVM,6.847431789999973,5.869174359999988,0.046078542000032,0.1524303229999759
openml__cnae-9__9981__fold_3,0.9629629629629628,0.8981481481481481,0.9636269044964698,0.8971490828012568,,,0.2382664961496768,0.3267550286233759,MLP,SVM,11.142682342999931,5.9625112329999865,0.046299809000061,0.1600195089999943
openml__cnae-9__9981__fold_4,0.9166666666666666,0.9444444444444444,0.9181301629127716,0.9435540305105522,,,0.2996947162202005,0.226929214076167,MLP,XGBoost,4.768370022999989,2.339137194999978,0.0440270149997559,0.0074624729999754
openml__cnae-9__9981__fold_5,0.9722222222222222,0.9444444444444444,0.9717508417508418,0.945593523584528,,,0.0792316439802403,0.2685805192980249,rtdl_MLP,SVM,6.38105841499987,5.572050704000048,0.0487931569998636,0.1456877350001377
openml__cnae-9__9981__fold_6,0.925925925925926,0.8703703703703703,0.9262157809983896,0.874546989554002,,,0.2319318693298597,0.3358504620126176,rtdl_ResNet,XGBoost,2.3206260970000585,1.5355514889999995,0.0492781899999954,0.0152643180000495
openml__cnae-9__9981__fold_7,0.9629629629629628,0.9351851851851852,0.9628012567143004,0.9348113990142976,,,0.1507667921018805,0.2524640770360646,rtdl_MLP,XGBoost,6.401763554999889,4.508213199000011,0.0487166290001823,0.0079304100000854
openml__cnae-9__9981__fold_8,0.9444444444444444,0.925925925925926,0.94392475479432,0.927612564569086,,,0.374892260580467,0.2176806983598335,TabNet,XGBoost,19.244676235999577,6.518146035000001,0.0151094259999808,0.0136434679999979
openml__cnae-9__9981__fold_9,0.9444444444444444,0.9537037037037036,0.9440179573512908,0.95402576489533,,,0.3582729304727278,0.1798849305401004,DANet,XGBoost,49.18727710300027,11.998090925000042,0.0418455859999085,0.0100152740000112
openml__colic__25__fold_0,0.8378378378378378,0.8648648648648649,0.8378378378378378,0.8648648648648649,,,0.4133565717099889,0.4754953107942507,rtdl_FTTransformer,CatBoost,3.725003500000184,10.519195670000045,0.0590426599999318,0.0009656749998612
openml__colic__25__fold_1,0.972972972972973,0.972972972972973,0.972972972972973,0.972972972972973,,,0.1602466396383337,0.1491057415535375,rtdl_FTTransformer,CatBoost,4.228447878000001,1.2401165720000336,0.0450849039999994,0.0014229980000664
openml__colic__25__fold_2,0.7297297297297297,0.8648648648648649,0.7297297297297297,0.8648648648648649,,,0.6441141867466919,0.3910113370700462,MLP,XGBoost,5.543418898000027,0.1345933469999991,0.04211650000002,0.0004786980000019
openml__colic__25__fold_3,0.7837837837837838,0.8648648648648649,0.7837837837837838,0.8648648648648649,,,0.5943069575936679,0.5273504563657617,TabNet,XGBoost,13.966373804000114,0.1535538149999951,0.0181440110000039,0.0006006169999963
openml__colic__25__fold_4,0.7837837837837838,0.8648648648648649,0.7837837837837838,0.8648648648648649,,,0.5499446269742121,0.3066035730613244,TabNet,XGBoost,10.80076480699995,0.0801566929999992,0.0143472039999323,0.0005009369999982
openml__colic__25__fold_5,0.7297297297297297,0.8108108108108109,0.7297297297297297,0.8108108108108109,,,1.1587074585189858,0.4464216063295743,TabNet,RandomForest,15.870742957999994,0.024037646,0.0209621929999457,0.0051366080000008
openml__colic__25__fold_6,0.7567567567567568,0.7837837837837838,0.7567567567567567,0.7837837837837838,,,0.5700536968224896,0.5527688787610293,rtdl_MLP,LightGBM,3.38602017300002,0.0216489930000003,0.0428979160000153,0.0042194260000005
openml__colic__25__fold_7,0.8918918918918919,0.8918918918918919,0.8918918918918919,0.8918918918918919,,,0.30175049935241,0.3515282563867407,rtdl_FTTransformer,CatBoost,4.17539082899998,100.90093422599996,0.0462950479999335,0.0011566450000373
openml__colic__25__fold_8,0.7777777777777778,0.8055555555555556,0.7777777777777778,0.8055555555555556,,,0.6315063864458352,1.101628609274347,TabTransformer,LightGBM,5.947317521000059,0.0101482930000003,0.0684563629999956,0.0001776759999998
openml__colic__25__fold_9,0.6944444444444444,0.8611111111111112,0.6944444444444444,0.8611111111111112,,,0.6039412068755108,0.3161830957568849,MLP,CatBoost,3.8521612939998704,1.0960357569999817,0.0419771089998448,0.0014055759999678
openml__colic__27__fold_0,0.8648648648648649,0.918918918918919,0.8648648648648649,0.918918918918919,,,0.3099198029754129,0.3275396488469742,rtdl_FTTransformer,CatBoost,4.615035133000006,2.0110904010000468,0.0435979699999933,0.0013829370000166
openml__colic__27__fold_1,0.8108108108108109,0.918918918918919,0.8108108108108109,0.918918918918919,,,0.3703695924801601,0.2560501406817919,rtdl_MLP,LightGBM,2.8883611400000007,0.0127587000000026,0.0409880580000105,0.0001704499999988
openml__colic__27__fold_2,0.8108108108108109,0.8378378378378378,0.8108108108108109,0.8378378378378378,,,0.6077415062668355,0.2488684908600009,rtdl_FTTransformer,LightGBM,11.181874167000046,0.052156525,0.0513151400000424,0.0043916829999997
openml__colic__27__fold_3,0.8108108108108109,0.8918918918918919,0.8108108108108109,0.8918918918918919,,,0.68882121221238,0.2945705457917741,TabNet,XGBoost,12.969278280000026,0.0534471160000009,0.0221669009999914,0.0004308160000014
openml__colic__27__fold_4,0.8648648648648649,0.7297297297297297,0.8648648648648649,0.7297297297297297,,,0.386697045023981,1.1519395336366471,rtdl_MLP,LightGBM,4.442164021999986,0.0313449769999998,0.0393360340000015,0.0002269779999988
openml__colic__27__fold_5,0.8108108108108109,0.8378378378378378,0.8108108108108109,0.8378378378378378,,,0.4378670137879011,0.4124932135156702,rtdl_FTTransformer,CatBoost,8.359740154000065,6.406349465000005,0.0579008290001183,0.0015394099999923
openml__colic__27__fold_6,0.7297297297297297,0.7837837837837838,0.7297297297297297,0.7837837837837838,,,0.587195345678845,0.4500323048447402,rtdl_ResNet,CatBoost,3.288423198999993,6.083458332999982,0.0486385339999912,0.0007827360000192
openml__colic__27__fold_7,0.7837837837837838,0.7567567567567568,0.7837837837837838,0.7567567567567567,,,0.5690174253808485,1.410991151951443,rtdl_FTTransformer,RandomForest,11.60887948000004,0.0329063100000013,0.0581757569999581,0.0059533720000004
openml__colic__27__fold_8,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,0.4784607548887531,0.4461272997885114,rtdl_FTTransformer,XGBoost,4.224400500999991,0.025837731000001,0.0590549439999676,0.0004177219999998
openml__colic__27__fold_9,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,0.57523192346303,0.4467267375003383,rtdl_ResNet,CatBoost,3.308808341000031,5.477108281,0.0508355160000064,0.001470471999994
openml__collins__3567__fold_0,1.0,1.0,1.0,1.0,,,8.344651263314518e-09,1.4663825709249176e-14,TabTransformer,DecisionTree,5.054322048999893,0.0041577259999954,0.0558767580000676,0.0001331989999968
openml__collins__3567__fold_1,1.0,1.0,1.0,1.0,,,2.622605961732916e-08,1.4668266601347676e-14,TabTransformer,DecisionTree,6.410506861000158,0.0042612260000041,0.0593445690001317,0.0001561549999991
openml__collins__3567__fold_2,1.0,1.0,1.0,1.0,,,0.0,1.4654943925052177e-14,TabTransformer,DecisionTree,4.42773121800019,0.004248074000003,0.0584877539999979,0.0001344120000013
openml__collins__3567__fold_3,1.0,1.0,1.0,1.0,,,0.0,1.4663825709249176e-14,TabTransformer,DecisionTree,5.376459984000121,0.0042697789999976,0.0593523869997625,0.0001308680000065
openml__collins__3567__fold_4,1.0,1.0,1.0,1.0,,,1.6689302526629035e-08,1.4663825709249176e-14,TabTransformer,DecisionTree,4.927826250999715,0.0042764210000001,0.0592016599998714,0.0001343380000022
openml__collins__3567__fold_5,1.0,1.0,1.0,1.0,,,4.291535546485648e-08,1.4672707493446182e-14,TabTransformer,DecisionTree,3.3824234710000383,0.0043051990000009,0.055136419000064,0.0001333090000059
openml__collins__3567__fold_6,1.0,1.0,1.0,1.0,,,9.775173566595185e-08,1.4663825709249176e-14,TabTransformer,DecisionTree,5.034131663999688,0.0042400600000007,0.0602276390000042,0.0001322020000031
openml__collins__3567__fold_7,1.0,1.0,1.0,1.0,,,4.768372150465438e-09,1.4650503032953674e-14,TabTransformer,DecisionTree,7.377185025000017,0.0041475479999988,0.0586512519998905,0.0001954190000006
openml__collins__3567__fold_8,1.0,1.0,1.0,1.0,,,4.76837661267382e-08,1.4650503032953674e-14,TabTransformer,DecisionTree,6.078556478000337,0.004123039999996,0.0555828890001066,0.0001381750000035
openml__collins__3567__fold_9,1.0,1.0,1.0,1.0,,,0.0,1.4654943925052177e-14,TabTransformer,DecisionTree,5.0159136209999815,0.0041256390000015,0.0565230780002821,0.0001338299999957
openml__connect-4__146195__fold_0,0.8604203670811131,0.8676731793960923,0.8529669591186316,0.8571110527018196,,,0.3532338614668522,0.3435187337293552,SAINT,LightGBM,358.9553714289977,74.80116565200024,0.2834189890018024,2.513180447000196
openml__connect-4__146195__fold_1,0.8571640023682653,0.8642687981053878,0.8516518890435774,0.8540971249582553,,,0.3468594530558678,0.3458049863583939,SAINT,LightGBM,322.3958371230001,73.65080406000016,0.3081930769985774,1.7780398499999135
openml__connect-4__146195__fold_2,0.8691533451746596,0.872113676731794,0.8647156067855687,0.8607101371124378,,,0.3309064617559977,0.3282338937600635,SAINT,LightGBM,363.7325814979995,72.32895252399976,0.2632774199992127,1.853101481000067
openml__connect-4__146195__fold_3,0.86101243339254,0.8679692125518058,0.8578437291316999,0.8584710206661864,,,0.3479624244641909,0.3440212291295808,SAINT,LightGBM,363.03815099799976,71.95369801600009,0.2664332910026132,2.021779723000236
openml__connect-4__146195__fold_4,0.8587921847246892,0.8608644168146833,0.8556638771493181,0.8510197027955501,,,0.3468216233533436,0.3440847574536956,SAINT,LightGBM,351.16857753399745,69.07160337300002,0.2654410459981591,1.9019873059996824
openml__connect-4__146195__fold_5,0.8632326820603907,0.8656009473060983,0.8622887123101352,0.8540318321602453,,,0.3529296716286986,0.3489251920588188,SAINT,LightGBM,365.2935969760001,33.30114613100022,0.272239169000386,1.1389020159999743
openml__connect-4__146195__fold_6,0.8580521018354056,0.8623445825932504,0.853112017615033,0.8506998450697062,,,0.3506283699116457,0.3507571765496305,SAINT,LightGBM,332.5829514939978,30.514990075999776,0.2710650679982791,1.6207626949999394
openml__connect-4__146195__fold_7,0.8651369356032569,0.8617320503330866,0.8585539078754333,0.8501505714996946,,,0.3393398266694027,0.3460167657533791,SAINT,LightGBM,375.8885379999992,72.437212241,0.2688265470023907,2.1211813029999576
openml__connect-4__146195__fold_8,0.8670614359733531,0.8632124352331606,0.8603464127803433,0.8519368133914067,,,0.3435565696945589,0.3418951482257277,SAINT,LightGBM,352.7872166849993,71.69832198899985,0.2765545469992503,1.975793463999708
openml__connect-4__146195__fold_9,0.8632124352331606,0.8666173205033308,0.8599668935973143,0.8546848665369041,,,0.3558417040075066,0.3506746762255585,SAINT,LightGBM,374.7732624909986,30.37143376299992,0.3678820220011403,1.7123852499998975
openml__credit-approval__29__fold_0,0.855072463768116,0.8985507246376812,0.855072463768116,0.8985507246376812,,,0.3574307838157899,0.3268644570767798,rtdl_FTTransformer,XGBoost,4.370320757999991,0.1081224439999992,0.0476284650000025,0.0005753900000016
openml__credit-approval__29__fold_1,0.8260869565217391,0.855072463768116,0.8260869565217391,0.855072463768116,,,0.5686226996410725,0.3230525242346828,TabNet,SVM,10.205031480000798,37.42968731700012,0.0130111449998366,0.0067097510000166
openml__credit-approval__29__fold_2,0.8405797101449275,0.855072463768116,0.8405797101449275,0.855072463768116,,,0.3273638034062468,0.3233826425196845,TabNet,LightGBM,9.488501711000026,0.0875448419999997,0.0184983950000514,0.0012289289999998
openml__credit-approval__29__fold_3,0.7681159420289855,0.7536231884057971,0.7681159420289855,0.7536231884057971,,,0.5097508347606745,0.6474913730002616,rtdl_FTTransformer,XGBoost,5.166673199000002,0.2186789310000003,0.0463622210000096,0.0007360530000006
openml__credit-approval__29__fold_4,0.8260869565217391,0.927536231884058,0.8260869565217391,0.927536231884058,,,0.5199294524488913,0.2366481611245325,TabTransformer,XGBoost,8.771775453000004,0.163707432999999,0.0507051799999942,0.000672209000001
openml__credit-approval__29__fold_5,0.8985507246376812,0.855072463768116,0.8985507246376812,0.855072463768116,,,0.2305282659531719,0.3494193729261649,rtdl_FTTransformer,LightGBM,6.310937307000131,0.1201909519999997,0.0536092400000143,0.0006095530000003
openml__credit-approval__29__fold_6,0.782608695652174,0.8260869565217391,0.782608695652174,0.8260869565217391,,,0.4481931883652789,0.3690703886110882,rtdl_FTTransformer,RandomForest,7.42775876099995,0.1112880790000012,0.0542544139998426,0.0253640829999994
openml__credit-approval__29__fold_7,0.782608695652174,0.8260869565217391,0.782608695652174,0.8260869565217391,,,0.7995081220612085,0.5688828265022797,TabNet,XGBoost,31.625071612000056,0.143606630999999,0.0202568419999806,0.000648409
openml__credit-approval__29__fold_8,0.9130434782608696,0.927536231884058,0.9130434782608696,0.927536231884058,,,0.4086137664313571,0.2488625894524796,DeepFM,LightGBM,6.070446766999993,0.0461391330000005,0.0018667559999983,0.0002163979999991
openml__credit-approval__29__fold_9,0.855072463768116,0.8840579710144928,0.855072463768116,0.8840579710144928,,,0.3425220354276488,0.2619657294952681,TabNet,CatBoost,10.75734199999988,0.8484909139999672,0.0132238689998303,0.0010886259999551
openml__credit-g__31__fold_0,0.7,0.79,0.7,0.79,,,0.6128503395377811,0.4242848327985506,TabNet,CatBoost,16.929783954000186,1.389183408000008,0.0156106199999612,0.0080698020000227
openml__credit-g__31__fold_1,0.73,0.76,0.7299999999999999,0.76,,,0.5313497803732753,0.5003217457256003,rtdl_FTTransformer,CatBoost,14.583663974000046,3.230760042000042,0.0516889030000129,0.0019486909999955
openml__credit-g__31__fold_2,0.73,0.7,0.7299999999999999,0.7,,,0.5564941439218819,0.5936869706694321,rtdl_ResNet,LightGBM,5.975056471999977,0.2780628460000001,0.0432657130000109,0.0013638609999997
openml__credit-g__31__fold_3,0.81,0.74,0.81,0.74,,,0.5419030785094947,0.5368827944935184,TabNet,LightGBM,18.580179280999992,0.2466281840000022,0.0146199200000012,0.0005650310000007
openml__credit-g__31__fold_4,0.68,0.67,0.68,0.67,,,0.5770128275174647,0.5493372106202219,DANet,LightGBM,20.368661408000207,0.2107364959999991,0.0207055569999283,0.0030177299999998
openml__credit-g__31__fold_5,0.74,0.8,0.74,0.8000000000000002,,,0.4692404720978811,0.4973423502594232,rtdl_MLP,XGBoost,7.528372618999981,0.1922441059999968,0.043919733999985,0.0007275970000009
openml__credit-g__31__fold_6,0.74,0.8,0.74,0.8000000000000002,,,0.5099079729616642,0.4850606857924764,rtdl_FTTransformer,CatBoost,7.770005544000014,1.8925694260000228,0.0654448149998643,0.0017908889999489
openml__credit-g__31__fold_7,0.79,0.67,0.79,0.67,,,0.4676956069190055,0.8540971016220247,TabTransformer,RandomForest,7.532933602999947,0.0525891079999993,0.0562073239998426,0.0144026620000019
openml__credit-g__31__fold_8,0.65,0.77,0.65,0.7699999999999999,,,0.6573041438288055,0.5425906204657432,DANet,CatBoost,112.85035717400024,3.237801525000009,0.0604237240004295,0.0018120980000162
openml__credit-g__31__fold_9,0.74,0.7,0.74,0.7,,,0.5331287345848977,0.5494177657249355,rtdl_FTTransformer,CatBoost,9.397617459999992,1.208665424000003,0.0476390589999482,0.0023019779999913
openml__cylinder-bands__14954__fold_0,0.8148148148148148,0.7962962962962963,0.8148148148148148,0.7962962962962963,,,1.2427100564090094,0.5353800556506346,DANet,LightGBM,72.02018110499921,0.262631043999999,0.0624645520001649,0.0018219739999985
openml__cylinder-bands__14954__fold_1,0.7222222222222222,0.8518518518518519,0.7222222222222222,0.8518518518518519,,,0.6667512828038935,0.3846453563051505,DANet,XGBoost,60.81196958700002,0.2315868880000007,0.0473720650002178,0.0008505150000015
openml__cylinder-bands__14954__fold_2,0.7592592592592593,0.8333333333333334,0.7592592592592593,0.8333333333333334,,,0.4391652217681339,0.3739135508280295,rtdl_ResNet,LightGBM,3.981903581000097,0.098162963,0.0473158549998515,0.0009204400000015
openml__cylinder-bands__14954__fold_3,0.6666666666666666,0.7407407407407407,0.6666666666666666,0.7407407407407407,,,1.0008280742689817,0.6200511970327356,DANet,CatBoost,24.61945502899971,1.545886218000078,0.023805196000012,0.001766525999983
openml__cylinder-bands__14954__fold_4,0.7222222222222222,0.7777777777777778,0.7222222222222222,0.7777777777777778,,,0.6027165762973675,0.5527024649974512,TabTransformer,LightGBM,7.360296618000007,0.4781436130000003,0.0449873489999959,0.0017616780000011
openml__cylinder-bands__14954__fold_5,0.7037037037037037,0.7962962962962963,0.7037037037037037,0.7962962962962963,,,0.5977905408474861,0.3812053820449229,TabTransformer,XGBoost,4.582138863000012,0.1828528340000019,0.0484732869999788,0.0007025759999947
openml__cylinder-bands__14954__fold_6,0.9074074074074074,0.925925925925926,0.9074074074074074,0.925925925925926,,,0.3336713681756346,0.2432911259863801,TabTransformer,XGBoost,5.5237831129998085,0.2280478419999987,0.0631532630000037,0.000762238
openml__cylinder-bands__14954__fold_7,0.6481481481481481,0.7592592592592593,0.6481481481481481,0.7592592592592593,,,1.3733351146984478,0.4861639830846465,DANet,LightGBM,17.86652253899956,0.430917806,0.0229889989986986,0.0014778829999997
openml__cylinder-bands__14954__fold_8,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.7962962962962963,,,0.5316010851550985,0.4446520312007681,rtdl_FTTransformer,LightGBM,10.735357675999978,0.1466884859999986,0.0498588410000024,0.0008874750000007
openml__cylinder-bands__14954__fold_9,0.7222222222222222,0.7962962962962963,0.7222222222222222,0.7962962962962963,,,0.9265046930827296,0.4442915613493554,TabTransformer,XGBoost,7.361329462000015,0.1769063349999982,0.0532894870000006,0.003334764999991
openml__dermatology__35__fold_0,0.972972972972973,0.945945945945946,0.9725109725109724,0.9471471471471472,,,0.2065425628323613,1.87112712080132,MLP,DecisionTree,6.7026311659999465,0.0013108810000002,0.0510361079998347,0.000162726000001
openml__dermatology__35__fold_1,0.972972972972973,0.945945945945946,0.9725109725109724,0.9471471471471472,,,0.1989122124433086,0.1082830107741179,rtdl_MLP,CatBoost,4.471007551000014,259.36072826300006,0.0567763340000055,0.0013362380000216
openml__dermatology__35__fold_2,0.972972972972973,1.0,0.9695079695079696,1.0,,,0.0805047445763293,0.0574220505888709,rtdl_ResNet,LinearModel,2.7012443489999782,0.002869188,0.0411313550000045,0.0001700069999999
openml__dermatology__35__fold_3,0.972972972972973,0.972972972972973,0.9725109725109724,0.9725109725109724,,,0.3340464647677838,0.1585639952262718,rtdl_MLP,CatBoost,6.364145104999977,20.164949015001184,0.0494436360000918,0.0011220579981454
openml__dermatology__35__fold_4,1.0,1.0,1.0,1.0,,,2.6422568504665685e-05,0.0206179316146577,rtdl_MLP,CatBoost,5.269426803999977,253.7713470629999,0.0514179900000044,0.0012857560000156
openml__dermatology__35__fold_5,1.0,1.0,1.0,1.0,,,0.0010404554408081,0.0244638886636708,rtdl_FTTransformer,CatBoost,10.031295353000004,191.440182628,0.0519744099999996,0.0012228810001033
openml__dermatology__35__fold_6,1.0,0.9722222222222222,1.0,0.9715634606938954,,,0.0010745240014104,0.1155058500221699,rtdl_MLP,CatBoost,6.390609493999989,254.8497946150001,0.0493875440000124,0.0012974890000805
openml__dermatology__35__fold_7,1.0,1.0,1.0,1.0,,,0.0240213286338581,0.0287547104720336,rtdl_FTTransformer,XGBoost,7.637734930000079,0.3441055610000205,0.0543557420000979,0.0006765899999834
openml__dermatology__35__fold_8,0.8888888888888888,0.9166666666666666,0.8829365079365079,0.9157273215244228,,,1.8494412733502987,2.8782313662425616,rtdl_MLP,DecisionTree,6.213284095000063,0.0013148240000004,0.053575685999931,0.0001464059999998
openml__dermatology__35__fold_9,0.9722222222222222,1.0,0.9725028058361392,1.0,,,0.0965790914164659,0.0335221324292231,rtdl_MLP,CatBoost,6.666856288999952,15.88257665799756,0.0486585240000749,0.0011332430003676
openml__diabetes__37__fold_0,0.8831168831168831,0.7402597402597403,0.8831168831168831,0.7402597402597403,,,0.3939738628377404,0.4892605724403256,TabNet,KNN,15.34932390999984,0.0014291239999995,0.0215488550002191,0.0217517059999998
openml__diabetes__37__fold_1,0.7012987012987013,0.6883116883116883,0.7012987012987013,0.6883116883116883,,,0.736260555396552,0.5531242781695832,TabNet,LightGBM,18.14679808999972,0.1141146550000016,0.0128722439999364,0.000500340000002
openml__diabetes__37__fold_2,0.7922077922077922,0.7792207792207793,0.7922077922077922,0.7792207792207793,,,0.4599260029295314,0.4708826228941726,rtdl_ResNet,CatBoost,2.2959220089999235,0.760224152000001,0.0544735710000168,0.0017230929999989
openml__diabetes__37__fold_3,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,,,0.571349255747824,0.5795708088014218,TabNet,LightGBM,33.8480226050001,0.0435232299999999,0.0235778989999744,0.0004151449999998
openml__diabetes__37__fold_4,0.7012987012987013,0.6233766233766234,0.7012987012987013,0.6233766233766234,,,0.5897925027839646,0.5807277257136795,TabNet,LightGBM,18.47058350900033,0.0956678540000002,0.0130324480001036,0.0004343870000003
openml__diabetes__37__fold_5,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7792207792207793,,,0.4752477267333737,1.2860384457192564,TabNet,DecisionTree,16.096757962000083,0.003874873,0.0138674229999651,0.0002707489999997
openml__diabetes__37__fold_6,0.7662337662337663,0.7272727272727273,0.7662337662337663,0.7272727272727273,,,0.5001190364218692,0.5406513999078139,rtdl_ResNet,LightGBM,4.454585789000021,0.0345677729999991,0.0494433339999886,0.0001475830000003
openml__diabetes__37__fold_7,0.7402597402597403,0.7922077922077922,0.7402597402597403,0.7922077922077922,,,0.4870411536681644,0.4957090096501831,TabNet,LightGBM,20.37274579399991,0.1444472340000011,0.0156553340002574,0.0006537510000015
openml__diabetes__37__fold_8,0.7763157894736842,0.7368421052631579,0.7763157894736842,0.7368421052631579,,,0.4988448468870238,0.4820224456019412,DANet,RandomForest,29.61060601700001,0.0425752839999997,0.053340849000051,0.0113861299999999
openml__diabetes__37__fold_9,0.6973684210526315,0.7236842105263158,0.6973684210526315,0.7236842105263158,,,0.6621342269559316,0.5655657025324355,TabNet,CatBoost,15.609735999999884,0.7939566780000007,0.0110568430000057,0.0019616870000014
openml__dilbert__168909__fold_0,0.99,0.981,0.989995244070744,0.9809843278198572,,,0.0280407367558036,0.0586704591129271,DANet,SVM,464.6619615959999,450.9611240150007,0.0899404249998951,25.351801168999373
openml__dilbert__168909__fold_1,0.991,0.981,0.9909889352698158,0.9810007630545377,,,0.024673840393718,0.056924078205812,DANet,SVM,676.1805262409998,393.61875429899374,0.1150457759995333,23.454215196994483
openml__dilbert__168909__fold_2,0.991,0.979,0.9909997620057672,0.9790380962545556,,,0.0287388600812351,0.0591623791661509,DANet,XGBoost,445.2131553279996,30.5457412679998,0.0919495039997855,0.0907078040008855
openml__dilbert__168909__fold_3,0.983,0.983,0.982993150171124,0.9829990332403928,,,0.0457454089601173,0.0587337206335564,DANet,SVM,439.78472390299976,449.65057805100514,0.1136624920000031,22.21150904300157
openml__dilbert__168909__fold_4,0.985,0.978,0.9849974186541354,0.978024030799526,,,0.0468354882402362,0.0535523810650293,DANet,XGBoost,831.800566277001,30.68191218100037,0.1138117980008246,0.0892605910003112
openml__dilbert__168909__fold_5,0.992,0.982,0.9920044999001618,0.9819900400358654,,,0.0232270553221544,0.0479449164497464,DANet,XGBoost,733.8304478450009,30.588712421999844,0.0943462529994576,0.0941272689997276
openml__dilbert__168909__fold_6,0.985,0.98,0.9850261742230874,0.9800158355647872,,,0.0643499315943639,0.0542004615756235,DANet,SVM,563.4825988450011,489.5689045760009,0.1135020689998782,25.565100667998195
openml__dilbert__168909__fold_7,0.988,0.983,0.9880123279107326,0.983002493141485,,,0.0439532934901799,0.0585830780279357,DANet,XGBoost,385.2998058079993,29.27532214400071,0.1144389019991649,0.0960368019996167
openml__dilbert__168909__fold_8,0.99,0.975,0.9899989181844188,0.9750296817261732,,,0.0452877228037944,0.061419795640144,DANet,SVM,330.601092076,414.03366807700513,0.0936617059996933,25.03454011700524
openml__dilbert__168909__fold_9,0.989,0.989,0.9889992119279648,0.9889926745547254,,,0.034019562052761,0.0415407472615034,DANet,SVM,547.7919899919998,440.0279407830021,0.0893620770002598,23.9927789009962
openml__dna__167140__fold_0,0.9561128526645768,0.9717868338557992,0.9560533244113484,0.971678158284981,,,0.1593623444570088,0.104673454852382,STG,XGBoost,37.40151866699989,2.411428564000005,0.0044420619997254,0.009468996999999
openml__dna__167140__fold_1,0.9655172413793104,0.9811912225705328,0.96573863580002,0.9813506543902296,,,0.0941525208683491,0.0787457540402378,STG,XGBoost,40.924678158000006,0.4480045139999902,0.004243423000048,0.0080446509999916
openml__dna__167140__fold_2,0.9592476489028212,0.9529780564263324,0.9594227634055082,0.9532594865819344,,,0.120747858866539,0.1383233063096665,STG,XGBoost,31.35339804599971,1.151735509,0.004314207999414,0.008693773
openml__dna__167140__fold_3,0.9529780564263324,0.9529780564263324,0.953146729073534,0.9534021443741668,,,0.2432675509459464,0.1162755061834395,DANet,XGBoost,143.5159741689995,0.6754580040000064,0.0561827009996704,0.0097552930000119
openml__dna__167140__fold_4,0.962382445141066,0.9686520376175548,0.9625838179811194,0.9687800380058026,,,0.104964170141062,0.10316308645081,STG,LightGBM,37.24587647000044,2.819233924999992,0.0041365699999005,0.0153407239999978
