dataset_fold_id,Accuracy__test_neural,Accuracy__test_non-neural,F1__test_neural,F1__test_non-neural,MSE__test_neural,MSE__test_non-neural,Log Loss__test_neural,Log Loss__test_non-neural,alg_name_neural,alg_name_non-neural,time__train_neural,time__train_non-neural,time__test_neural,time__test_non-neural
openml__Amazon_employee_access__34539__fold_0,0.9450717119316449,0.9456820262435154,0.9450717119316449,0.9456820262435154,,,0.1619645344652436,0.1549208970860297,SAINT,CatBoost,121.02103020699997,1.8540081729999969,0.1441490099996372,0.0412220390000044
openml__Amazon_employee_access__34539__fold_1,0.9511748550503508,0.9511748550503508,0.9511748550503508,0.9511748550503508,,,0.1598288809619568,0.1546220260804542,SAINT,LightGBM,121.65041801400002,4.938074306999994,0.1509931979999237,0.2211658730000039
openml__Amazon_employee_access__34539__fold_2,0.946292340555386,0.9481232834909978,0.946292340555386,0.9481232834909976,,,0.1680894605992325,0.1549046537176279,SAINT,LightGBM,88.65024128200093,4.015219604000009,0.1301980259995616,0.1183862089999934
openml__Amazon_employee_access__34539__fold_3,0.9465974977113212,0.9499542264266096,0.9465974977113212,0.9499542264266096,,,0.1635591166260359,0.1588254547475113,SAINT,LightGBM,127.77652109399968,4.456510167999994,0.1591563080000924,0.143770614999994
openml__Amazon_employee_access__34539__fold_4,0.9575831553249924,0.9554470552334452,0.9575831553249924,0.9554470552334452,,,0.1421646027581618,0.1462336305238517,SAINT,LightGBM,93.06499976100169,3.0461301700000263,0.1400773380009923,0.0669672579999769
openml__Amazon_employee_access__34539__fold_5,0.9465974977113212,0.9456820262435154,0.9465974977113212,0.9456820262435154,,,0.1608311497222765,0.1638347059265555,SAINT,XGBoost,96.0677485289998,0.7261458500000018,0.1279365689988481,0.0166612370000009
openml__Amazon_employee_access__34539__fold_6,0.9490387549588036,0.9456820262435154,0.9490387549588036,0.9456820262435154,,,0.1588963846667206,0.1585173016825036,SAINT,CatBoost,119.7988115900007,1.6929206920000297,0.1558999020007831,0.042848418999938
openml__Amazon_employee_access__34539__fold_7,0.950259383582545,0.9545315837656392,0.950259383582545,0.9545315837656392,,,0.1635385790035901,0.1584100995438807,SAINT,LightGBM,126.84415213700048,4.934518472000008,0.1645084479996512,0.1482994399999881
openml__Amazon_employee_access__34539__fold_8,0.9517851693622216,0.950259383582545,0.9517851693622216,0.950259383582545,,,0.148767593298303,0.1523090665797988,SAINT,XGBoost,94.24322301499978,1.1238720409999985,0.1355180270002165,0.0298251380000067
openml__Amazon_employee_access__34539__fold_9,0.948107448107448,0.9505494505494504,0.948107448107448,0.9505494505494504,,,0.1515000715127795,0.1502508476550978,SAINT,XGBoost,122.78249877399958,0.8852387629999967,0.1685317310002574,0.0223407640000061
openml__Australian__146818__fold_0,0.8695652173913043,0.927536231884058,0.8695652173913043,0.927536231884058,,,0.3105180936490533,0.2758563664251646,TabNet,LightGBM,12.900264329000038,0.2192694490000004,0.0136987670002781,0.0011978490000004
openml__Australian__146818__fold_1,0.7971014492753623,0.855072463768116,0.7971014492753623,0.855072463768116,,,0.5870729201752524,0.3399711245068982,TabNet,CatBoost,9.889077958999678,1.0079160669999965,0.0125163980001161,0.0010496820000298
openml__Australian__146818__fold_2,0.8115942028985508,0.855072463768116,0.8115942028985508,0.855072463768116,,,0.3702632998600534,0.3396594725722444,rtdl_ResNet,CatBoost,4.002780263999966,0.7634301400000254,0.0501252040000963,0.0016022669999529
openml__Australian__146818__fold_3,0.8405797101449275,0.8840579710144928,0.8405797101449275,0.8840579710144928,,,0.3487805596188358,0.3084880109383738,rtdl_FTTransformer,XGBoost,7.745506652999978,0.1063145509999987,0.0450513460000081,0.0005715970000004
openml__Australian__146818__fold_4,0.8695652173913043,0.8840579710144928,0.8695652173913043,0.8840579710144928,,,0.4115911820679658,0.284598940826507,DANet,XGBoost,56.867704828,0.1185393390000015,0.0428749669999888,0.000557521000001
openml__Australian__146818__fold_5,0.782608695652174,0.9130434782608696,0.782608695652174,0.9130434782608696,,,0.5351057612250889,0.2489721672271977,TabNet,RandomForest,8.740095194999867,0.1566224230000017,0.0136066269997172,0.022215757000005
openml__Australian__146818__fold_6,0.8115942028985508,0.8115942028985508,0.8115942028985508,0.8115942028985508,,,0.4470438163700527,0.368639685432911,rtdl_FTTransformer,LightGBM,7.174201309999944,0.1604304780000021,0.0449830549999887,0.0008541280000002
openml__Australian__146818__fold_7,0.8840579710144928,0.8985507246376812,0.8840579710144928,0.8985507246376812,,,0.5749633958610608,0.3465121592451728,rtdl_ResNet,LightGBM,5.782801957000061,0.0474548649999988,0.0506865730000072,0.0002412679999999
