alg_name,dataset_name,num_hparam_samples,has_exception,timeout_excep,CUDA_memory_excep,CUDA_config_excep,allocate_memory_excep,target_type
LinearModel,openml__hill-valley__145847,30.0,,,,,,binary
MLP,openml__hill-valley__145847,30.0,True,False,False,False,False,binary
NAM,openml__hill-valley__145847,19.0,True,True,False,False,False,binary
NODE,openml__hill-valley__145847,30.0,,,,,,binary
RandomForest,openml__hill-valley__145847,30.0,,,,,,binary
SAINT,openml__hill-valley__145847,30.0,,,,,,binary
STG,openml__hill-valley__145847,30.0,,,,,,binary
SVM,openml__hill-valley__145847,30.0,,,,,,binary
TabNet,openml__hill-valley__145847,30.0,,,,,,binary
TabPFNModel,openml__hill-valley__145847,30.0,,,,,,binary
TabTransformer,openml__hill-valley__145847,30.0,,,,,,binary
VIME,openml__hill-valley__145847,30.0,True,False,False,False,False,binary
XGBoost,openml__hill-valley__145847,30.0,,,,,,binary
rtdl_FTTransformer,openml__hill-valley__145847,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__hill-valley__145847,30.0,,,,,,binary
rtdl_ResNet,openml__hill-valley__145847,30.0,,,,,,binary
CatBoost,openml__house_16H__3686,30.0,,,,,,binary
DANet,openml__house_16H__3686,7.0,,,,,,binary
DecisionTree,openml__house_16H__3686,30.0,,,,,,binary
DeepFM,openml__house_16H__3686,30.0,,,,,,binary
KNN,openml__house_16H__3686,30.0,,,,,,binary
LightGBM,openml__house_16H__3686,30.0,,,,,,binary
LinearModel,openml__house_16H__3686,30.0,,,,,,binary
MLP,openml__house_16H__3686,30.0,,,,,,binary
NAM,openml__house_16H__3686,18.0,,,,,,binary
NODE,openml__house_16H__3686,1.0,True,True,False,False,False,binary
RandomForest,openml__house_16H__3686,30.0,,,,,,binary
SAINT,openml__house_16H__3686,2.0,True,True,False,False,False,binary
STG,openml__house_16H__3686,15.0,,,,,,binary
SVM,openml__house_16H__3686,0.0,,,,,,binary
TabNet,openml__house_16H__3686,12.0,,,,,,binary
TabPFNModel,openml__house_16H__3686,0.0,True,False,False,False,False,binary
TabTransformer,openml__house_16H__3686,30.0,,,,,,binary
VIME,openml__house_16H__3686,30.0,,,,,,binary
XGBoost,openml__house_16H__3686,30.0,,,,,,binary
rtdl_FTTransformer,openml__house_16H__3686,25.0,True,False,False,False,False,binary
rtdl_MLP,openml__house_16H__3686,30.0,,,,,,binary
rtdl_ResNet,openml__house_16H__3686,30.0,,,,,,binary
CatBoost,openml__ilpd__9971,30.0,,,,,,binary
DANet,openml__ilpd__9971,30.0,,,,,,binary
DecisionTree,openml__ilpd__9971,30.0,,,,,,binary
DeepFM,openml__ilpd__9971,30.0,,,,,,binary
KNN,openml__ilpd__9971,30.0,,,,,,binary
LightGBM,openml__ilpd__9971,30.0,,,,,,binary
LinearModel,openml__ilpd__9971,30.0,,,,,,binary
MLP,openml__ilpd__9971,30.0,,,,,,binary
NAM,openml__ilpd__9971,30.0,,,,,,binary
NODE,openml__ilpd__9971,30.0,,,,,,binary
RandomForest,openml__ilpd__9971,30.0,,,,,,binary
SAINT,openml__ilpd__9971,22.0,True,False,True,False,False,binary
STG,openml__ilpd__9971,30.0,,,,,,binary
SVM,openml__ilpd__9971,28.0,True,True,False,False,False,binary
TabNet,openml__ilpd__9971,30.0,,,,,,binary
TabPFNModel,openml__ilpd__9971,30.0,,,,,,binary
TabTransformer,openml__ilpd__9971,30.0,,,,,,binary
VIME,openml__ilpd__9971,30.0,,,,,,binary
XGBoost,openml__ilpd__9971,30.0,,,,,,binary
rtdl_FTTransformer,openml__ilpd__9971,30.0,,,,,,binary
rtdl_MLP,openml__ilpd__9971,30.0,,,,,,binary
rtdl_ResNet,openml__ilpd__9971,30.0,,,,,,binary
CatBoost,openml__ionosphere__145984,30.0,,,,,,binary
DANet,openml__ionosphere__145984,30.0,,,,,,binary
DecisionTree,openml__ionosphere__145984,30.0,,,,,,binary
DeepFM,openml__ionosphere__145984,30.0,,,,,,binary
KNN,openml__ionosphere__145984,30.0,,,,,,binary
LightGBM,openml__ionosphere__145984,30.0,,,,,,binary
LinearModel,openml__ionosphere__145984,30.0,,,,,,binary
MLP,openml__ionosphere__145984,30.0,True,False,False,False,False,binary
NAM,openml__ionosphere__145984,30.0,,,,,,binary
NODE,openml__ionosphere__145984,30.0,,,,,,binary
RandomForest,openml__ionosphere__145984,30.0,,,,,,binary
SAINT,openml__ionosphere__145984,3.0,True,True,True,False,False,binary
STG,openml__ionosphere__145984,30.0,,,,,,binary
SVM,openml__ionosphere__145984,30.0,,,,,,binary
TabNet,openml__ionosphere__145984,30.0,,,,,,binary
TabPFNModel,openml__ionosphere__145984,30.0,,,,,,binary
TabTransformer,openml__ionosphere__145984,30.0,,,,,,binary
VIME,openml__ionosphere__145984,30.0,True,False,False,False,False,binary
XGBoost,openml__ionosphere__145984,30.0,,,,,,binary
rtdl_FTTransformer,openml__ionosphere__145984,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__ionosphere__145984,30.0,,,,,,binary
rtdl_ResNet,openml__ionosphere__145984,30.0,,,,,,binary
CatBoost,openml__iris__59,30.0,,,,,,classification
DANet,openml__iris__59,30.0,,,,,,classification
DecisionTree,openml__iris__59,30.0,,,,,,classification
DeepFM,openml__iris__59,0.0,,,,,,classification
KNN,openml__iris__59,30.0,,,,,,classification
LightGBM,openml__iris__59,30.0,,,,,,classification
LinearModel,openml__iris__59,30.0,,,,,,classification
MLP,openml__iris__59,30.0,True,False,False,False,False,classification
NAM,openml__iris__59,0.0,,,,,,classification
NODE,openml__iris__59,30.0,,,,,,classification
RandomForest,openml__iris__59,30.0,,,,,,classification
SAINT,openml__iris__59,11.0,True,True,False,False,False,classification
STG,openml__iris__59,30.0,,,,,,classification
SVM,openml__iris__59,30.0,,,,,,classification
TabNet,openml__iris__59,30.0,,,,,,classification
TabPFNModel,openml__iris__59,30.0,,,,,,classification
TabTransformer,openml__iris__59,0.0,True,False,False,False,False,classification
VIME,openml__iris__59,30.0,True,False,False,False,False,classification
XGBoost,openml__iris__59,30.0,,,,,,classification
rtdl_FTTransformer,openml__iris__59,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__iris__59,30.0,,,,,,classification
rtdl_ResNet,openml__iris__59,30.0,,,,,,classification
CatBoost,openml__irish__3543,30.0,,,,,,binary
DANet,openml__irish__3543,30.0,,,,,,binary
DecisionTree,openml__irish__3543,30.0,,,,,,binary
DeepFM,openml__irish__3543,30.0,,,,,,binary
KNN,openml__irish__3543,30.0,,,,,,binary
LightGBM,openml__irish__3543,30.0,,,,,,binary
LinearModel,openml__irish__3543,30.0,,,,,,binary
MLP,openml__irish__3543,30.0,True,False,False,False,False,binary
NAM,openml__irish__3543,30.0,,,,,,binary
NODE,openml__irish__3543,30.0,,,,,,binary
RandomForest,openml__irish__3543,30.0,,,,,,binary
SAINT,openml__irish__3543,7.0,True,True,False,False,False,binary
STG,openml__irish__3543,30.0,,,,,,binary
SVM,openml__irish__3543,30.0,,,,,,binary
TabNet,openml__irish__3543,30.0,,,,,,binary
TabPFNModel,openml__irish__3543,30.0,,,,,,binary
TabTransformer,openml__irish__3543,30.0,,,,,,binary
VIME,openml__irish__3543,30.0,True,False,False,False,False,binary
XGBoost,openml__irish__3543,30.0,,,,,,binary
rtdl_FTTransformer,openml__irish__3543,30.0,,,,,,binary
rtdl_MLP,openml__irish__3543,30.0,,,,,,binary
rtdl_ResNet,openml__irish__3543,30.0,,,,,,binary
CatBoost,openml__jannis__168330,30.0,,,,,,classification
DANet,openml__jannis__168330,0.0,True,True,False,False,False,classification
DecisionTree,openml__jannis__168330,30.0,,,,,,classification
DeepFM,openml__jannis__168330,0.0,,,,,,classification
KNN,openml__jannis__168330,9.0,True,True,False,False,False,classification
LightGBM,openml__jannis__168330,30.0,,,,,,classification
LinearModel,openml__jannis__168330,30.0,,,,,,classification
MLP,openml__jannis__168330,20.0,,,,,,classification
NAM,openml__jannis__168330,0.0,,,,,,classification
NODE,openml__jannis__168330,0.0,True,True,False,False,False,classification
RandomForest,openml__jannis__168330,30.0,,,,,,classification
SAINT,openml__jannis__168330,0.0,True,True,False,False,False,classification
STG,openml__jannis__168330,2.0,True,True,False,False,False,classification
SVM,openml__jannis__168330,0.0,,,,,,classification
TabNet,openml__jannis__168330,1.0,True,True,False,False,False,classification
TabPFNModel,openml__jannis__168330,0.0,True,False,False,False,False,classification
TabTransformer,openml__jannis__168330,9.0,,,,,,classification
VIME,openml__jannis__168330,4.0,True,True,False,False,False,classification
XGBoost,openml__jannis__168330,30.0,,,,,,classification
rtdl_FTTransformer,openml__jannis__168330,0.0,True,False,True,False,False,classification
rtdl_MLP,openml__jannis__168330,22.0,,,,,,classification
rtdl_ResNet,openml__jannis__168330,13.0,,,,,,classification
CatBoost,openml__jasmine__168911,30.0,,,,,,binary
DANet,openml__jasmine__168911,30.0,,,,,,binary
DecisionTree,openml__jasmine__168911,30.0,,,,,,binary
DeepFM,openml__jasmine__168911,30.0,,,,,,binary
KNN,openml__jasmine__168911,30.0,,,,,,binary
LightGBM,openml__jasmine__168911,30.0,,,,,,binary
LinearModel,openml__jasmine__168911,30.0,,,,,,binary
MLP,openml__jasmine__168911,30.0,,,,,,binary
NAM,openml__jasmine__168911,13.0,,,,,,binary
NODE,openml__jasmine__168911,13.0,,,,,,binary
RandomForest,openml__jasmine__168911,30.0,,,,,,binary
SAINT,openml__jasmine__168911,30.0,,,,,,binary
STG,openml__jasmine__168911,30.0,,,,,,binary
SVM,openml__jasmine__168911,30.0,,,,,,binary
TabNet,openml__jasmine__168911,30.0,,,,,,binary
TabPFNModel,openml__jasmine__168911,0.0,True,False,False,False,False,binary
TabTransformer,openml__jasmine__168911,30.0,,,,,,binary
VIME,openml__jasmine__168911,30.0,,,,,,binary
XGBoost,openml__jasmine__168911,30.0,,,,,,binary
rtdl_FTTransformer,openml__jasmine__168911,30.0,,,,,,binary
rtdl_MLP,openml__jasmine__168911,30.0,,,,,,binary
rtdl_ResNet,openml__jasmine__168911,30.0,,,,,,binary
CatBoost,openml__jm1__3904,30.0,,,,,,binary
DANet,openml__jm1__3904,11.0,,,,,,binary
DecisionTree,openml__jm1__3904,30.0,,,,,,binary
DeepFM,openml__jm1__3904,30.0,,,,,,binary
KNN,openml__jm1__3904,30.0,,,,,,binary
LightGBM,openml__jm1__3904,30.0,,,,,,binary
LinearModel,openml__jm1__3904,30.0,,,,,,binary
MLP,openml__jm1__3904,30.0,,,,,,binary
NAM,openml__jm1__3904,29.0,,,,,,binary
NODE,openml__jm1__3904,3.0,True,True,False,False,False,binary
RandomForest,openml__jm1__3904,30.0,,,,,,binary
SAINT,openml__jm1__3904,8.0,True,False,True,False,False,binary
STG,openml__jm1__3904,30.0,,,,,,binary
SVM,openml__jm1__3904,28.0,True,True,False,False,False,binary
TabNet,openml__jm1__3904,20.0,,,,,,binary
TabPFNModel,openml__jm1__3904,0.0,True,False,False,False,False,binary
TabTransformer,openml__jm1__3904,30.0,,,,,,binary
VIME,openml__jm1__3904,30.0,,,,,,binary
XGBoost,openml__jm1__3904,30.0,,,,,,binary
rtdl_FTTransformer,openml__jm1__3904,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__jm1__3904,30.0,,,,,,binary
rtdl_ResNet,openml__jm1__3904,30.0,,,,,,binary
CatBoost,openml__jungle_chess_2pcs_raw_endgame_complete__167119,30.0,,,,,,classification
DANet,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.0,True,True,False,False,False,classification
DecisionTree,openml__jungle_chess_2pcs_raw_endgame_complete__167119,30.0,,,,,,classification
DeepFM,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.0,,,,,,classification
KNN,openml__jungle_chess_2pcs_raw_endgame_complete__167119,30.0,,,,,,classification
LightGBM,openml__jungle_chess_2pcs_raw_endgame_complete__167119,30.0,,,,,,classification
LinearModel,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.0,,,,,,classification
MLP,openml__jungle_chess_2pcs_raw_endgame_complete__167119,28.0,,,,,,classification
NAM,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.0,,,,,,classification
NODE,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.0,True,True,False,False,False,classification
RandomForest,openml__jungle_chess_2pcs_raw_endgame_complete__167119,30.0,,,,,,classification
SAINT,openml__jungle_chess_2pcs_raw_endgame_complete__167119,2.0,True,True,False,False,False,classification
STG,openml__jungle_chess_2pcs_raw_endgame_complete__167119,7.0,,,,,,classification
SVM,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.0,,,,,,classification
TabNet,openml__jungle_chess_2pcs_raw_endgame_complete__167119,1.0,True,True,False,False,False,classification
TabPFNModel,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.0,True,False,False,False,False,classification
TabTransformer,openml__jungle_chess_2pcs_raw_endgame_complete__167119,0.0,True,False,False,False,False,classification
VIME,openml__jungle_chess_2pcs_raw_endgame_complete__167119,8.0,True,True,False,False,False,classification
XGBoost,openml__jungle_chess_2pcs_raw_endgame_complete__167119,30.0,,,,,,classification
rtdl_FTTransformer,openml__jungle_chess_2pcs_raw_endgame_complete__167119,12.0,True,False,False,False,False,classification
rtdl_MLP,openml__jungle_chess_2pcs_raw_endgame_complete__167119,30.0,,,,,,classification
rtdl_ResNet,openml__jungle_chess_2pcs_raw_endgame_complete__167119,21.0,,,,,,classification
CatBoost,openml__kc1__3917,30.0,,,,,,binary
DANet,openml__kc1__3917,30.0,,,,,,binary
DecisionTree,openml__kc1__3917,30.0,,,,,,binary
DeepFM,openml__kc1__3917,30.0,,,,,,binary
KNN,openml__kc1__3917,30.0,,,,,,binary
LightGBM,openml__kc1__3917,30.0,,,,,,binary
LinearModel,openml__kc1__3917,30.0,,,,,,binary
MLP,openml__kc1__3917,30.0,,,,,,binary
NAM,openml__kc1__3917,30.0,,,,,,binary
NODE,openml__kc1__3917,11.0,,,,,,binary
RandomForest,openml__kc1__3917,30.0,,,,,,binary
SAINT,openml__kc1__3917,7.0,True,True,True,False,False,binary
STG,openml__kc1__3917,30.0,,,,,,binary
SVM,openml__kc1__3917,24.0,True,True,False,False,False,binary
TabNet,openml__kc1__3917,30.0,,,,,,binary
TabPFNModel,openml__kc1__3917,0.0,True,False,False,False,False,binary
TabTransformer,openml__kc1__3917,30.0,,,,,,binary
VIME,openml__kc1__3917,30.0,,,,,,binary
XGBoost,openml__kc1__3917,30.0,,,,,,binary
rtdl_FTTransformer,openml__kc1__3917,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__kc1__3917,30.0,,,,,,binary
rtdl_ResNet,openml__kc1__3917,30.0,,,,,,binary
CatBoost,openml__kc2__3913,30.0,,,,,,binary
DANet,openml__kc2__3913,30.0,,,,,,binary
DecisionTree,openml__kc2__3913,30.0,,,,,,binary
DeepFM,openml__kc2__3913,30.0,,,,,,binary
KNN,openml__kc2__3913,30.0,,,,,,binary
LightGBM,openml__kc2__3913,30.0,,,,,,binary
LinearModel,openml__kc2__3913,30.0,,,,,,binary
MLP,openml__kc2__3913,30.0,,,,,,binary
NAM,openml__kc2__3913,30.0,,,,,,binary
NODE,openml__kc2__3913,30.0,,,,,,binary
RandomForest,openml__kc2__3913,30.0,,,,,,binary
SAINT,openml__kc2__3913,7.0,True,True,True,False,False,binary
STG,openml__kc2__3913,30.0,,,,,,binary
SVM,openml__kc2__3913,30.0,,,,,,binary
TabNet,openml__kc2__3913,30.0,,,,,,binary
TabPFNModel,openml__kc2__3913,30.0,,,,,,binary
TabTransformer,openml__kc2__3913,30.0,,,,,,binary
VIME,openml__kc2__3913,30.0,,,,,,binary
XGBoost,openml__kc2__3913,30.0,,,,,,binary
rtdl_FTTransformer,openml__kc2__3913,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__kc2__3913,30.0,,,,,,binary
rtdl_ResNet,openml__kc2__3913,30.0,,,,,,binary
CatBoost,openml__kr-vs-kp__3,30.0,,,,,,binary
DANet,openml__kr-vs-kp__3,30.0,,,,,,binary
DecisionTree,openml__kr-vs-kp__3,30.0,,,,,,binary
DeepFM,openml__kr-vs-kp__3,30.0,,,,,,binary
KNN,openml__kr-vs-kp__3,30.0,,,,,,binary
LightGBM,openml__kr-vs-kp__3,30.0,,,,,,binary
LinearModel,openml__kr-vs-kp__3,30.0,,,,,,binary
MLP,openml__kr-vs-kp__3,30.0,,,,,,binary
NAM,openml__kr-vs-kp__3,23.0,,,,,,binary
NODE,openml__kr-vs-kp__3,6.0,True,True,False,False,False,binary
RandomForest,openml__kr-vs-kp__3,30.0,,,,,,binary
SAINT,openml__kr-vs-kp__3,2.0,True,True,True,False,False,binary
STG,openml__kr-vs-kp__3,30.0,,,,,,binary
SVM,openml__kr-vs-kp__3,30.0,,,,,,binary
TabNet,openml__kr-vs-kp__3,30.0,,,,,,binary
TabPFNModel,openml__kr-vs-kp__3,0.0,True,False,False,False,False,binary
TabTransformer,openml__kr-vs-kp__3,0.0,True,False,False,True,False,binary
VIME,openml__kr-vs-kp__3,30.0,,,,,,binary
XGBoost,openml__kr-vs-kp__3,30.0,,,,,,binary
rtdl_FTTransformer,openml__kr-vs-kp__3,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__kr-vs-kp__3,30.0,,,,,,binary
rtdl_ResNet,openml__kr-vs-kp__3,30.0,,,,,,binary
CatBoost,openml__kropt__2076,30.0,True,True,False,False,False,classification
DANet,openml__kropt__2076,0.0,True,True,False,False,False,classification
DecisionTree,openml__kropt__2076,30.0,,,,,,classification
DeepFM,openml__kropt__2076,0.0,,,,,,classification
KNN,openml__kropt__2076,30.0,,,,,,classification
LightGBM,openml__kropt__2076,30.0,,,,,,classification
LinearModel,openml__kropt__2076,30.0,,,,,,classification
MLP,openml__kropt__2076,30.0,True,False,False,False,False,classification
NAM,openml__kropt__2076,0.0,,,,,,classification
NODE,openml__kropt__2076,0.0,True,True,True,False,False,classification
RandomForest,openml__kropt__2076,30.0,,,,,,classification
SAINT,openml__kropt__2076,7.0,True,True,False,False,False,classification
STG,openml__kropt__2076,12.0,,,,,,classification
SVM,openml__kropt__2076,4.0,True,True,False,False,False,classification
TabNet,openml__kropt__2076,5.0,True,True,False,False,False,classification
TabPFNModel,openml__kropt__2076,0.0,True,False,False,False,False,classification
TabTransformer,openml__kropt__2076,0.0,True,False,False,True,False,classification
VIME,openml__kropt__2076,13.0,True,False,False,False,False,classification
XGBoost,openml__kropt__2076,30.0,,,,,,classification
rtdl_FTTransformer,openml__kropt__2076,18.0,True,False,False,False,False,classification
rtdl_MLP,openml__kropt__2076,30.0,,,,,,classification
rtdl_ResNet,openml__kropt__2076,29.0,,,,,,classification
CatBoost,openml__labor__4,30.0,,,,,,binary
DANet,openml__labor__4,30.0,,,,,,binary
DecisionTree,openml__labor__4,30.0,,,,,,binary
DeepFM,openml__labor__4,30.0,,,,,,binary
KNN,openml__labor__4,30.0,,,,,,binary
LightGBM,openml__labor__4,30.0,,,,,,binary
LinearModel,openml__labor__4,30.0,,,,,,binary
MLP,openml__labor__4,30.0,True,False,False,False,False,binary
NAM,openml__labor__4,30.0,,,,,,binary
NODE,openml__labor__4,30.0,,,,,,binary
RandomForest,openml__labor__4,30.0,,,,,,binary
SAINT,openml__labor__4,3.0,True,True,False,False,False,binary
STG,openml__labor__4,30.0,,,,,,binary
SVM,openml__labor__4,30.0,,,,,,binary
TabNet,openml__labor__4,30.0,,,,,,binary
TabPFNModel,openml__labor__4,30.0,,,,,,binary
TabTransformer,openml__labor__4,30.0,,,,,,binary
VIME,openml__labor__4,30.0,True,False,False,False,False,binary
XGBoost,openml__labor__4,30.0,,,,,,binary
rtdl_FTTransformer,openml__labor__4,30.0,,,,,,binary
rtdl_MLP,openml__labor__4,30.0,,,,,,binary
rtdl_ResNet,openml__labor__4,30.0,,,,,,binary
CatBoost,openml__ldpa__9974,30.0,True,True,False,False,False,classification
DANet,openml__ldpa__9974,0.0,True,True,False,False,False,classification
DecisionTree,openml__ldpa__9974,30.0,,,,,,classification
DeepFM,openml__ldpa__9974,0.0,,,,,,classification
KNN,openml__ldpa__9974,30.0,,,,,,classification
LightGBM,openml__ldpa__9974,30.0,,,,,,classification
LinearModel,openml__ldpa__9974,30.0,,,,,,classification
MLP,openml__ldpa__9974,23.0,True,False,False,False,False,classification
NAM,openml__ldpa__9974,0.0,,,,,,classification
NODE,openml__ldpa__9974,0.0,True,True,False,False,False,classification
RandomForest,openml__ldpa__9974,30.0,,,,,,classification
SAINT,openml__ldpa__9974,0.0,True,True,False,False,False,classification
STG,openml__ldpa__9974,0.0,True,True,False,False,False,classification
SVM,openml__ldpa__9974,0.0,,,,,,classification
TabNet,openml__ldpa__9974,0.0,True,True,False,False,False,classification
TabPFNModel,openml__ldpa__9974,0.0,True,False,False,False,False,classification
TabTransformer,openml__ldpa__9974,3.0,True,True,False,False,False,classification
VIME,openml__ldpa__9974,8.0,True,True,False,False,False,classification
XGBoost,openml__ldpa__9974,30.0,True,True,False,False,False,classification
rtdl_FTTransformer,openml__ldpa__9974,7.0,,,,,,classification
rtdl_MLP,openml__ldpa__9974,19.0,,,,,,classification
rtdl_ResNet,openml__ldpa__9974,6.0,,,,,,classification
CatBoost,openml__letter__6,30.0,,,,,,classification
DANet,openml__letter__6,1.0,True,True,False,False,False,classification
DecisionTree,openml__letter__6,30.0,,,,,,classification
DeepFM,openml__letter__6,0.0,,,,,,classification
KNN,openml__letter__6,30.0,,,,,,classification
LightGBM,openml__letter__6,30.0,,,,,,classification
LinearModel,openml__letter__6,30.0,,,,,,classification
MLP,openml__letter__6,30.0,,,,,,classification
NAM,openml__letter__6,0.0,,,,,,classification
NODE,openml__letter__6,0.0,True,True,True,False,False,classification
RandomForest,openml__letter__6,30.0,,,,,,classification
SAINT,openml__letter__6,3.0,True,True,False,False,False,classification
STG,openml__letter__6,17.0,,,,,,classification
SVM,openml__letter__6,30.0,,,,,,classification
TabNet,openml__letter__6,8.0,True,True,False,False,False,classification
TabPFNModel,openml__letter__6,0.0,True,False,False,False,False,classification
TabTransformer,openml__letter__6,30.0,,,,,,classification
VIME,openml__letter__6,16.0,,,,,,classification
XGBoost,openml__letter__6,30.0,,,,,,classification
rtdl_FTTransformer,openml__letter__6,22.0,True,False,False,False,False,classification
rtdl_MLP,openml__letter__6,30.0,,,,,,classification
rtdl_ResNet,openml__letter__6,30.0,,,,,,classification
CatBoost,openml__libras__360948,30.0,True,True,False,False,False,classification
DANet,openml__libras__360948,30.0,,,,,,classification
DecisionTree,openml__libras__360948,30.0,,,,,,classification
DeepFM,openml__libras__360948,0.0,,,,,,classification
KNN,openml__libras__360948,30.0,,,,,,classification
LightGBM,openml__libras__360948,30.0,,,,,,classification
LinearModel,openml__libras__360948,30.0,,,,,,classification
MLP,openml__libras__360948,30.0,True,False,False,False,False,classification
NAM,openml__libras__360948,0.0,,,,,,classification
NODE,openml__libras__360948,9.0,True,True,False,False,False,classification
RandomForest,openml__libras__360948,30.0,,,,,,classification
SAINT,openml__libras__360948,30.0,,,,,,classification
STG,openml__libras__360948,30.0,,,,,,classification
SVM,openml__libras__360948,30.0,,,,,,classification
TabNet,openml__libras__360948,30.0,,,,,,classification
TabPFNModel,openml__libras__360948,0.0,True,False,False,False,False,classification
TabTransformer,openml__libras__360948,30.0,,,,,,classification
VIME,openml__libras__360948,30.0,True,False,False,False,False,classification
XGBoost,openml__libras__360948,30.0,,,,,,classification
rtdl_FTTransformer,openml__libras__360948,30.0,,,,,,classification
rtdl_MLP,openml__libras__360948,30.0,,,,,,classification
rtdl_ResNet,openml__libras__360948,30.0,,,,,,classification
CatBoost,openml__lung-cancer__146024,30.0,,,,,,classification
DANet,openml__lung-cancer__146024,30.0,,,,,,classification
DecisionTree,openml__lung-cancer__146024,30.0,,,,,,classification
DeepFM,openml__lung-cancer__146024,0.0,,,,,,classification
KNN,openml__lung-cancer__146024,19.0,True,False,False,False,False,classification
LightGBM,openml__lung-cancer__146024,30.0,,,,,,classification
LinearModel,openml__lung-cancer__146024,30.0,,,,,,classification
MLP,openml__lung-cancer__146024,30.0,True,False,False,False,False,classification
NAM,openml__lung-cancer__146024,0.0,,,,,,classification
NODE,openml__lung-cancer__146024,30.0,,,,,,classification
RandomForest,openml__lung-cancer__146024,30.0,,,,,,classification
SAINT,openml__lung-cancer__146024,30.0,,,,,,classification
STG,openml__lung-cancer__146024,30.0,,,,,,classification
SVM,openml__lung-cancer__146024,30.0,,,,,,classification
TabNet,openml__lung-cancer__146024,30.0,,,,,,classification
TabPFNModel,openml__lung-cancer__146024,30.0,,,,,,classification
TabTransformer,openml__lung-cancer__146024,0.0,True,False,False,True,False,classification
VIME,openml__lung-cancer__146024,30.0,True,False,False,False,False,classification
XGBoost,openml__lung-cancer__146024,30.0,,,,,,classification
rtdl_FTTransformer,openml__lung-cancer__146024,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__lung-cancer__146024,30.0,,,,,,classification
rtdl_ResNet,openml__lung-cancer__146024,30.0,,,,,,classification
CatBoost,openml__lymph__10,30.0,,,,,,classification
DANet,openml__lymph__10,30.0,,,,,,classification
DecisionTree,openml__lymph__10,30.0,,,,,,classification
DeepFM,openml__lymph__10,0.0,,,,,,classification
KNN,openml__lymph__10,30.0,,,,,,classification
LightGBM,openml__lymph__10,30.0,,,,,,classification
LinearModel,openml__lymph__10,30.0,,,,,,classification
MLP,openml__lymph__10,30.0,True,False,False,False,False,classification
NAM,openml__lymph__10,0.0,,,,,,classification
NODE,openml__lymph__10,30.0,,,,,,classification
RandomForest,openml__lymph__10,30.0,,,,,,classification
SAINT,openml__lymph__10,5.0,True,True,False,False,False,classification
STG,openml__lymph__10,30.0,,,,,,classification
SVM,openml__lymph__10,30.0,,,,,,classification
TabNet,openml__lymph__10,30.0,,,,,,classification
TabPFNModel,openml__lymph__10,30.0,,,,,,classification
TabTransformer,openml__lymph__10,30.0,,,,,,classification
VIME,openml__lymph__10,30.0,True,False,False,False,False,classification
XGBoost,openml__lymph__10,30.0,,,,,,classification
rtdl_FTTransformer,openml__lymph__10,30.0,,,,,,classification
rtdl_MLP,openml__lymph__10,30.0,,,,,,classification
rtdl_ResNet,openml__lymph__10,30.0,,,,,,classification
CatBoost,openml__madelon__9976,30.0,,,,,,binary
DANet,openml__madelon__9976,24.0,,,,,,binary
DecisionTree,openml__madelon__9976,30.0,,,,,,binary
DeepFM,openml__madelon__9976,30.0,,,,,,binary
KNN,openml__madelon__9976,30.0,,,,,,binary
LightGBM,openml__madelon__9976,30.0,,,,,,binary
LinearModel,openml__madelon__9976,30.0,,,,,,binary
MLP,openml__madelon__9976,30.0,,,,,,binary
NAM,openml__madelon__9976,6.0,True,True,False,False,False,binary
NODE,openml__madelon__9976,5.0,True,True,False,False,False,binary
RandomForest,openml__madelon__9976,30.0,,,,,,binary
SAINT,openml__madelon__9976,4.0,True,True,True,False,False,binary
STG,openml__madelon__9976,30.0,,,,,,binary
SVM,openml__madelon__9976,30.0,,,,,,binary
TabNet,openml__madelon__9976,30.0,,,,,,binary
TabPFNModel,openml__madelon__9976,0.0,True,False,False,False,False,binary
TabTransformer,openml__madelon__9976,30.0,,,,,,binary
VIME,openml__madelon__9976,30.0,,,,,,binary
XGBoost,openml__madelon__9976,30.0,,,,,,binary
rtdl_FTTransformer,openml__madelon__9976,0.0,True,False,True,False,False,binary
rtdl_MLP,openml__madelon__9976,30.0,,,,,,binary
rtdl_ResNet,openml__madelon__9976,30.0,,,,,,binary
CatBoost,openml__magic__146206,30.0,,,,,,binary
DANet,openml__magic__146206,9.0,,,,,,binary
DecisionTree,openml__magic__146206,30.0,,,,,,binary
DeepFM,openml__magic__146206,30.0,,,,,,binary
KNN,openml__magic__146206,30.0,,,,,,binary
LightGBM,openml__magic__146206,30.0,,,,,,binary
