alg_name,dataset_name,num_hparam_samples,has_exception,timeout_excep,CUDA_memory_excep,CUDA_config_excep,allocate_memory_excep,target_type
CatBoost,openml__APSFailure__168868,30.0,,,,,,binary
DANet,openml__APSFailure__168868,0.0,True,True,False,False,False,binary
DecisionTree,openml__APSFailure__168868,30.0,,,,,,binary
DeepFM,openml__APSFailure__168868,30.0,,,,,,binary
KNN,openml__APSFailure__168868,7.0,True,True,False,False,False,binary
LightGBM,openml__APSFailure__168868,30.0,,,,,,binary
LinearModel,openml__APSFailure__168868,30.0,,,,,,binary
MLP,openml__APSFailure__168868,30.0,,,,,,binary
NAM,openml__APSFailure__168868,0.0,True,True,False,False,False,binary
NODE,openml__APSFailure__168868,0.0,True,True,False,False,False,binary
RandomForest,openml__APSFailure__168868,30.0,,,,,,binary
SAINT,openml__APSFailure__168868,0.0,True,True,False,False,False,binary
STG,openml__APSFailure__168868,2.0,True,True,False,False,False,binary
SVM,openml__APSFailure__168868,7.0,True,True,False,False,False,binary
TabNet,openml__APSFailure__168868,4.0,True,True,False,False,False,binary
TabPFNModel,openml__APSFailure__168868,0.0,True,False,False,False,False,binary
TabTransformer,openml__APSFailure__168868,12.0,,,,,,binary
VIME,openml__APSFailure__168868,1.0,True,True,False,False,False,binary
XGBoost,openml__APSFailure__168868,30.0,,,,,,binary
rtdl_FTTransformer,openml__APSFailure__168868,0.0,True,False,True,False,False,binary
rtdl_MLP,openml__APSFailure__168868,28.0,,,,,,binary
rtdl_ResNet,openml__APSFailure__168868,18.0,,,,,,binary
CatBoost,openml__Amazon_employee_access__34539,30.0,,,,,,binary
DANet,openml__Amazon_employee_access__34539,7.0,,,,,,binary
DecisionTree,openml__Amazon_employee_access__34539,30.0,,,,,,binary
DeepFM,openml__Amazon_employee_access__34539,30.0,,,,,,binary
KNN,openml__Amazon_employee_access__34539,30.0,,,,,,binary
LightGBM,openml__Amazon_employee_access__34539,30.0,,,,,,binary
LinearModel,openml__Amazon_employee_access__34539,30.0,,,,,,binary
MLP,openml__Amazon_employee_access__34539,30.0,,,,,,binary
NAM,openml__Amazon_employee_access__34539,15.0,,,,,,binary
NODE,openml__Amazon_employee_access__34539,1.0,True,True,False,False,False,binary
RandomForest,openml__Amazon_employee_access__34539,30.0,,,,,,binary
SAINT,openml__Amazon_employee_access__34539,9.0,True,True,True,False,False,binary
STG,openml__Amazon_employee_access__34539,11.0,,,,,,binary
SVM,openml__Amazon_employee_access__34539,0.0,,,,,,binary
TabNet,openml__Amazon_employee_access__34539,13.0,,,,,,binary
TabPFNModel,openml__Amazon_employee_access__34539,0.0,True,False,False,False,False,binary
TabTransformer,openml__Amazon_employee_access__34539,0.0,True,False,False,True,False,binary
VIME,openml__Amazon_employee_access__34539,30.0,,,,,,binary
XGBoost,openml__Amazon_employee_access__34539,30.0,,,,,,binary
rtdl_FTTransformer,openml__Amazon_employee_access__34539,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__Amazon_employee_access__34539,30.0,,,,,,binary
rtdl_ResNet,openml__Amazon_employee_access__34539,30.0,,,,,,binary
CatBoost,openml__Australian__146818,30.0,,,,,,binary
DANet,openml__Australian__146818,30.0,,,,,,binary
DecisionTree,openml__Australian__146818,30.0,,,,,,binary
DeepFM,openml__Australian__146818,30.0,,,,,,binary
KNN,openml__Australian__146818,30.0,,,,,,binary
LightGBM,openml__Australian__146818,30.0,,,,,,binary
LinearModel,openml__Australian__146818,30.0,,,,,,binary
MLP,openml__Australian__146818,30.0,,,,,,binary
NAM,openml__Australian__146818,30.0,,,,,,binary
NODE,openml__Australian__146818,30.0,,,,,,binary
RandomForest,openml__Australian__146818,30.0,,,,,,binary
SAINT,openml__Australian__146818,16.0,True,False,True,False,False,binary
STG,openml__Australian__146818,30.0,,,,,,binary
SVM,openml__Australian__146818,30.0,,,,,,binary
TabNet,openml__Australian__146818,30.0,,,,,,binary
TabPFNModel,openml__Australian__146818,30.0,,,,,,binary
TabTransformer,openml__Australian__146818,30.0,,,,,,binary
VIME,openml__Australian__146818,30.0,,,,,,binary
XGBoost,openml__Australian__146818,30.0,,,,,,binary
rtdl_FTTransformer,openml__Australian__146818,30.0,,,,,,binary
rtdl_MLP,openml__Australian__146818,30.0,,,,,,binary
rtdl_ResNet,openml__Australian__146818,30.0,,,,,,binary
CatBoost,openml__Bioresponse__9910,30.0,,,,,,binary
DANet,openml__Bioresponse__9910,10.0,,,,,,binary
DecisionTree,openml__Bioresponse__9910,30.0,,,,,,binary
DeepFM,openml__Bioresponse__9910,30.0,,,,,,binary
KNN,openml__Bioresponse__9910,30.0,,,,,,binary
LightGBM,openml__Bioresponse__9910,30.0,,,,,,binary
LinearModel,openml__Bioresponse__9910,30.0,,,,,,binary
MLP,openml__Bioresponse__9910,30.0,,,,,,binary
NAM,openml__Bioresponse__9910,0.0,True,True,False,False,False,binary
NODE,openml__Bioresponse__9910,7.0,True,True,False,False,False,binary
RandomForest,openml__Bioresponse__9910,30.0,,,,,,binary
SAINT,openml__Bioresponse__9910,0.0,,,,,,binary
STG,openml__Bioresponse__9910,30.0,,,,,,binary
SVM,openml__Bioresponse__9910,30.0,,,,,,binary
TabNet,openml__Bioresponse__9910,30.0,,,,,,binary
TabPFNModel,openml__Bioresponse__9910,0.0,True,False,False,False,False,binary
TabTransformer,openml__Bioresponse__9910,30.0,,,,,,binary
VIME,openml__Bioresponse__9910,6.0,True,True,False,False,False,binary
XGBoost,openml__Bioresponse__9910,30.0,,,,,,binary
rtdl_FTTransformer,openml__Bioresponse__9910,0.0,True,False,True,False,False,binary
rtdl_MLP,openml__Bioresponse__9910,30.0,,,,,,binary
rtdl_ResNet,openml__Bioresponse__9910,30.0,,,,,,binary
CatBoost,openml__Census-Income__168340,30.0,True,True,False,False,False,binary
DANet,openml__Census-Income__168340,0.0,True,True,False,False,False,binary
DecisionTree,openml__Census-Income__168340,30.0,,,,,,binary
DeepFM,openml__Census-Income__168340,0.0,True,True,False,False,False,binary
KNN,openml__Census-Income__168340,3.0,True,True,False,False,False,binary
LightGBM,openml__Census-Income__168340,30.0,,,,,,binary
LinearModel,openml__Census-Income__168340,30.0,,,,,,binary
MLP,openml__Census-Income__168340,7.0,True,False,False,False,False,binary
NAM,openml__Census-Income__168340,0.0,True,True,False,False,False,binary
NODE,openml__Census-Income__168340,1.0,True,True,False,False,False,binary
RandomForest,openml__Census-Income__168340,30.0,,,,,,binary
SAINT,openml__Census-Income__168340,0.0,True,True,False,False,False,binary
STG,openml__Census-Income__168340,0.0,True,True,False,False,False,binary
SVM,openml__Census-Income__168340,0.0,True,True,False,False,False,binary
TabNet,openml__Census-Income__168340,0.0,True,True,False,False,False,binary
TabPFNModel,openml__Census-Income__168340,0.0,True,False,False,False,False,binary
TabTransformer,openml__Census-Income__168340,2.0,True,True,True,False,False,binary
VIME,openml__Census-Income__168340,0.0,True,True,False,False,False,binary
XGBoost,openml__Census-Income__168340,30.0,,,,,,binary
rtdl_FTTransformer,openml__Census-Income__168340,0.0,True,False,True,False,False,binary
rtdl_MLP,openml__Census-Income__168340,8.0,,,,,,binary
rtdl_ResNet,openml__Census-Income__168340,6.0,,,,,,binary
CatBoost,openml__Click_prediction_small__190408,30.0,,,,,,binary
DANet,openml__Click_prediction_small__190408,7.0,,,,,,binary
DecisionTree,openml__Click_prediction_small__190408,30.0,,,,,,binary
DeepFM,openml__Click_prediction_small__190408,30.0,,,,,,binary
KNN,openml__Click_prediction_small__190408,30.0,,,,,,binary
LightGBM,openml__Click_prediction_small__190408,30.0,,,,,,binary
LinearModel,openml__Click_prediction_small__190408,30.0,,,,,,binary
MLP,openml__Click_prediction_small__190408,30.0,True,False,False,False,False,binary
NAM,openml__Click_prediction_small__190408,13.0,,,,,,binary
NODE,openml__Click_prediction_small__190408,3.0,True,True,False,False,False,binary
RandomForest,openml__Click_prediction_small__190408,30.0,,,,,,binary
SAINT,openml__Click_prediction_small__190408,8.0,True,True,True,False,False,binary
STG,openml__Click_prediction_small__190408,9.0,,,,,,binary
SVM,openml__Click_prediction_small__190408,6.0,True,True,False,False,False,binary
TabNet,openml__Click_prediction_small__190408,13.0,,,,,,binary
TabPFNModel,openml__Click_prediction_small__190408,0.0,True,False,False,False,False,binary
TabTransformer,openml__Click_prediction_small__190408,15.0,True,True,True,False,False,binary
VIME,openml__Click_prediction_small__190408,8.0,True,True,False,False,False,binary
XGBoost,openml__Click_prediction_small__190408,30.0,,,,,,binary
rtdl_FTTransformer,openml__Click_prediction_small__190408,18.0,True,False,False,False,False,binary
rtdl_MLP,openml__Click_prediction_small__190408,30.0,,,,,,binary
rtdl_ResNet,openml__Click_prediction_small__190408,30.0,,,,,,binary
CatBoost,openml__Fashion-MNIST__146825,30.0,,,,,,classification
DANet,openml__Fashion-MNIST__146825,0.0,True,True,False,False,False,classification
DecisionTree,openml__Fashion-MNIST__146825,30.0,,,,,,classification
DeepFM,openml__Fashion-MNIST__146825,0.0,,,,,,classification
KNN,openml__Fashion-MNIST__146825,0.0,True,True,False,False,False,classification
LightGBM,openml__Fashion-MNIST__146825,0.0,,,,,,classification
LinearModel,openml__Fashion-MNIST__146825,0.0,,,,,,classification
MLP,openml__Fashion-MNIST__146825,26.0,,,,,,classification
NAM,openml__Fashion-MNIST__146825,0.0,,,,,,classification
NODE,openml__Fashion-MNIST__146825,0.0,True,True,False,False,False,classification
RandomForest,openml__Fashion-MNIST__146825,30.0,,,,,,classification
SAINT,openml__Fashion-MNIST__146825,0.0,True,True,False,False,False,classification
STG,openml__Fashion-MNIST__146825,2.0,True,True,False,False,False,classification
SVM,openml__Fashion-MNIST__146825,0.0,True,True,False,False,False,classification
TabNet,openml__Fashion-MNIST__146825,3.0,True,True,False,False,False,classification
TabPFNModel,openml__Fashion-MNIST__146825,0.0,True,False,False,False,False,classification
TabTransformer,openml__Fashion-MNIST__146825,10.0,,,,,,classification
VIME,openml__Fashion-MNIST__146825,3.0,True,True,False,False,False,classification
XGBoost,openml__Fashion-MNIST__146825,30.0,,,,,,classification
rtdl_FTTransformer,openml__Fashion-MNIST__146825,0.0,True,False,True,False,False,classification
rtdl_MLP,openml__Fashion-MNIST__146825,30.0,,,,,,classification
rtdl_ResNet,openml__Fashion-MNIST__146825,12.0,,,,,,classification
CatBoost,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
DANet,openml__GesturePhaseSegmentationProcessed__14969,19.0,,,,,,classification
DecisionTree,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
DeepFM,openml__GesturePhaseSegmentationProcessed__14969,0.0,,,,,,classification
KNN,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
LightGBM,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
LinearModel,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
MLP,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
NAM,openml__GesturePhaseSegmentationProcessed__14969,0.0,,,,,,classification
NODE,openml__GesturePhaseSegmentationProcessed__14969,0.0,True,True,False,False,False,classification
RandomForest,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
SAINT,openml__GesturePhaseSegmentationProcessed__14969,2.0,True,True,True,False,False,classification
STG,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
SVM,openml__GesturePhaseSegmentationProcessed__14969,5.0,True,True,False,False,False,classification
TabNet,openml__GesturePhaseSegmentationProcessed__14969,20.0,,,,,,classification
TabPFNModel,openml__GesturePhaseSegmentationProcessed__14969,0.0,True,False,False,False,False,classification
TabTransformer,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
VIME,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
XGBoost,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
rtdl_FTTransformer,openml__GesturePhaseSegmentationProcessed__14969,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
rtdl_ResNet,openml__GesturePhaseSegmentationProcessed__14969,30.0,,,,,,classification
CatBoost,openml__Internet-Advertisements__167125,30.0,,,,,,binary
DANet,openml__Internet-Advertisements__167125,13.0,,,,,,binary
DecisionTree,openml__Internet-Advertisements__167125,30.0,,,,,,binary
DeepFM,openml__Internet-Advertisements__167125,0.0,True,True,False,False,False,binary
KNN,openml__Internet-Advertisements__167125,30.0,,,,,,binary
LightGBM,openml__Internet-Advertisements__167125,30.0,,,,,,binary
LinearModel,openml__Internet-Advertisements__167125,30.0,,,,,,binary
MLP,openml__Internet-Advertisements__167125,30.0,,,,,,binary
NAM,openml__Internet-Advertisements__167125,0.0,True,True,False,False,False,binary
NODE,openml__Internet-Advertisements__167125,3.0,True,True,False,False,False,binary
RandomForest,openml__Internet-Advertisements__167125,30.0,,,,,,binary
SAINT,openml__Internet-Advertisements__167125,0.0,,,,,,binary
STG,openml__Internet-Advertisements__167125,30.0,,,,,,binary
SVM,openml__Internet-Advertisements__167125,30.0,,,,,,binary
TabNet,openml__Internet-Advertisements__167125,11.0,,,,,,binary
TabPFNModel,openml__Internet-Advertisements__167125,0.0,True,False,False,False,False,binary
TabTransformer,openml__Internet-Advertisements__167125,0.0,True,False,True,False,False,binary
VIME,openml__Internet-Advertisements__167125,13.0,True,True,False,False,False,binary
XGBoost,openml__Internet-Advertisements__167125,30.0,,,,,,binary
rtdl_FTTransformer,openml__Internet-Advertisements__167125,0.0,True,False,True,False,False,binary
rtdl_MLP,openml__Internet-Advertisements__167125,30.0,,,,,,binary
rtdl_ResNet,openml__Internet-Advertisements__167125,30.0,,,,,,binary
CatBoost,openml__JapaneseVowels__3510,30.0,,,,,,classification
DANet,openml__JapaneseVowels__3510,10.0,,,,,,classification
DecisionTree,openml__JapaneseVowels__3510,30.0,,,,,,classification
DeepFM,openml__JapaneseVowels__3510,0.0,,,,,,classification
KNN,openml__JapaneseVowels__3510,30.0,,,,,,classification
LightGBM,openml__JapaneseVowels__3510,30.0,,,,,,classification
LinearModel,openml__JapaneseVowels__3510,30.0,,,,,,classification
MLP,openml__JapaneseVowels__3510,30.0,True,False,False,False,False,classification
NAM,openml__JapaneseVowels__3510,0.0,,,,,,classification
NODE,openml__JapaneseVowels__3510,0.0,True,True,False,False,False,classification
RandomForest,openml__JapaneseVowels__3510,30.0,,,,,,classification
SAINT,openml__JapaneseVowels__3510,6.0,True,True,True,False,False,classification
STG,openml__JapaneseVowels__3510,30.0,,,,,,classification
SVM,openml__JapaneseVowels__3510,30.0,,,,,,classification
TabNet,openml__JapaneseVowels__3510,16.0,,,,,,classification
TabPFNModel,openml__JapaneseVowels__3510,0.0,True,False,False,False,False,classification
TabTransformer,openml__JapaneseVowels__3510,30.0,,,,,,classification
VIME,openml__JapaneseVowels__3510,30.0,True,False,False,False,False,classification
XGBoost,openml__JapaneseVowels__3510,30.0,,,,,,classification
rtdl_FTTransformer,openml__JapaneseVowels__3510,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__JapaneseVowels__3510,30.0,,,,,,classification
rtdl_ResNet,openml__JapaneseVowels__3510,30.0,,,,,,classification
CatBoost,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
DANet,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
DecisionTree,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
DeepFM,openml__LED-display-domain-7digit__125921,0.0,,,,,,classification
KNN,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
LightGBM,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
LinearModel,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
MLP,openml__LED-display-domain-7digit__125921,30.0,True,False,False,False,False,classification
NAM,openml__LED-display-domain-7digit__125921,0.0,,,,,,classification
NODE,openml__LED-display-domain-7digit__125921,6.0,True,True,False,False,False,classification
RandomForest,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
SAINT,openml__LED-display-domain-7digit__125921,28.0,True,False,True,False,False,classification
STG,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
SVM,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
TabNet,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
TabPFNModel,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
TabTransformer,openml__LED-display-domain-7digit__125921,0.0,True,False,False,False,False,classification
VIME,openml__LED-display-domain-7digit__125921,30.0,True,False,False,False,False,classification
XGBoost,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
rtdl_FTTransformer,openml__LED-display-domain-7digit__125921,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
rtdl_ResNet,openml__LED-display-domain-7digit__125921,30.0,,,,,,classification
CatBoost,openml__MagicTelescope__3954,30.0,,,,,,binary
DANet,openml__MagicTelescope__3954,9.0,True,True,False,False,False,binary
DecisionTree,openml__MagicTelescope__3954,30.0,,,,,,binary
DeepFM,openml__MagicTelescope__3954,30.0,,,,,,binary
KNN,openml__MagicTelescope__3954,30.0,,,,,,binary
LightGBM,openml__MagicTelescope__3954,30.0,,,,,,binary
LinearModel,openml__MagicTelescope__3954,30.0,,,,,,binary
MLP,openml__MagicTelescope__3954,30.0,True,False,False,False,False,binary
NAM,openml__MagicTelescope__3954,25.0,,,,,,binary
NODE,openml__MagicTelescope__3954,3.0,True,True,False,False,False,binary
RandomForest,openml__MagicTelescope__3954,30.0,,,,,,binary
SAINT,openml__MagicTelescope__3954,6.0,True,True,False,False,False,binary
STG,openml__MagicTelescope__3954,18.0,,,,,,binary
SVM,openml__MagicTelescope__3954,0.0,,,,,,binary
TabNet,openml__MagicTelescope__3954,12.0,,,,,,binary
TabPFNModel,openml__MagicTelescope__3954,0.0,True,False,False,False,False,binary
TabTransformer,openml__MagicTelescope__3954,30.0,,,,,,binary
VIME,openml__MagicTelescope__3954,26.0,True,False,False,False,False,binary
XGBoost,openml__MagicTelescope__3954,30.0,,,,,,binary
rtdl_FTTransformer,openml__MagicTelescope__3954,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__MagicTelescope__3954,30.0,,,,,,binary
rtdl_ResNet,openml__MagicTelescope__3954,30.0,,,,,,binary
CatBoost,openml__MiceProtein__146800,30.0,,,,,,classification
DANet,openml__MiceProtein__146800,30.0,,,,,,classification
DecisionTree,openml__MiceProtein__146800,30.0,,,,,,classification
DeepFM,openml__MiceProtein__146800,0.0,,,,,,classification
KNN,openml__MiceProtein__146800,30.0,,,,,,classification
LightGBM,openml__MiceProtein__146800,30.0,,,,,,classification
LinearModel,openml__MiceProtein__146800,30.0,,,,,,classification
MLP,openml__MiceProtein__146800,30.0,,,,,,classification
NAM,openml__MiceProtein__146800,0.0,,,,,,classification
NODE,openml__MiceProtein__146800,3.0,True,True,False,False,False,classification
RandomForest,openml__MiceProtein__146800,30.0,,,,,,classification
SAINT,openml__MiceProtein__146800,16.0,,,,,,classification
STG,openml__MiceProtein__146800,30.0,,,,,,classification
SVM,openml__MiceProtein__146800,30.0,,,,,,classification
TabNet,openml__MiceProtein__146800,30.0,,,,,,classification
TabPFNModel,openml__MiceProtein__146800,30.0,,,,,,classification
TabTransformer,openml__MiceProtein__146800,30.0,,,,,,classification
VIME,openml__MiceProtein__146800,30.0,,,,,,classification
XGBoost,openml__MiceProtein__146800,30.0,,,,,,classification
rtdl_FTTransformer,openml__MiceProtein__146800,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__MiceProtein__146800,30.0,,,,,,classification
rtdl_ResNet,openml__MiceProtein__146800,30.0,,,,,,classification
CatBoost,openml__MiniBooNE__168335,30.0,,,,,,binary
DANet,openml__MiniBooNE__168335,0.0,True,True,False,False,False,binary
DecisionTree,openml__MiniBooNE__168335,30.0,,,,,,binary
DeepFM,openml__MiniBooNE__168335,11.0,,,,,,binary
KNN,openml__MiniBooNE__168335,12.0,True,True,False,False,False,binary
LightGBM,openml__MiniBooNE__168335,30.0,,,,,,binary
LinearModel,openml__MiniBooNE__168335,30.0,,,,,,binary
MLP,openml__MiniBooNE__168335,14.0,,,,,,binary
NAM,openml__MiniBooNE__168335,0.0,True,True,False,False,False,binary
NODE,openml__MiniBooNE__168335,0.0,True,True,False,False,False,binary
RandomForest,openml__MiniBooNE__168335,30.0,,,,,,binary
SAINT,openml__MiniBooNE__168335,0.0,True,True,False,False,False,binary
STG,openml__MiniBooNE__168335,0.0,True,True,False,False,False,binary
SVM,openml__MiniBooNE__168335,0.0,,,,,,binary
TabNet,openml__MiniBooNE__168335,3.0,True,True,False,False,False,binary
TabPFNModel,openml__MiniBooNE__168335,0.0,True,False,False,False,False,binary
TabTransformer,openml__MiniBooNE__168335,6.0,,,,,,binary
VIME,openml__MiniBooNE__168335,6.0,True,True,False,False,False,binary
XGBoost,openml__MiniBooNE__168335,30.0,,,,,,binary
rtdl_FTTransformer,openml__MiniBooNE__168335,0.0,True,False,True,False,False,binary
rtdl_MLP,openml__MiniBooNE__168335,15.0,,,,,,binary
rtdl_ResNet,openml__MiniBooNE__168335,9.0,,,,,,binary
CatBoost,openml__PhishingWebsites__14952,30.0,,,,,,binary
DANet,openml__PhishingWebsites__14952,10.0,,,,,,binary
DecisionTree,openml__PhishingWebsites__14952,30.0,,,,,,binary
DeepFM,openml__PhishingWebsites__14952,27.0,,,,,,binary
KNN,openml__PhishingWebsites__14952,30.0,,,,,,binary
LightGBM,openml__PhishingWebsites__14952,30.0,,,,,,binary
LinearModel,openml__PhishingWebsites__14952,30.0,,,,,,binary
MLP,openml__PhishingWebsites__14952,30.0,,,,,,binary
NAM,openml__PhishingWebsites__14952,16.0,,,,,,binary
NODE,openml__PhishingWebsites__14952,3.0,True,True,False,False,False,binary
RandomForest,openml__PhishingWebsites__14952,30.0,,,,,,binary
SAINT,openml__PhishingWebsites__14952,5.0,True,True,False,False,False,binary
STG,openml__PhishingWebsites__14952,30.0,,,,,,binary
SVM,openml__PhishingWebsites__14952,30.0,,,,,,binary
TabNet,openml__PhishingWebsites__14952,16.0,,,,,,binary
TabPFNModel,openml__PhishingWebsites__14952,0.0,True,False,False,False,False,binary
TabTransformer,openml__PhishingWebsites__14952,0.0,True,False,False,True,False,binary
VIME,openml__PhishingWebsites__14952,30.0,,,,,,binary
XGBoost,openml__PhishingWebsites__14952,30.0,,,,,,binary
rtdl_FTTransformer,openml__PhishingWebsites__14952,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__PhishingWebsites__14952,30.0,,,,,,binary
rtdl_ResNet,openml__PhishingWebsites__14952,30.0,,,,,,binary
CatBoost,openml__Satellite__167211,30.0,,,,,,binary
DANet,openml__Satellite__167211,29.0,,,,,,binary
DecisionTree,openml__Satellite__167211,30.0,,,,,,binary
DeepFM,openml__Satellite__167211,30.0,,,,,,binary
KNN,openml__Satellite__167211,30.0,,,,,,binary
LightGBM,openml__Satellite__167211,30.0,,,,,,binary
LinearModel,openml__Satellite__167211,30.0,,,,,,binary
MLP,openml__Satellite__167211,30.0,True,False,False,False,False,binary
NAM,openml__Satellite__167211,30.0,,,,,,binary
NODE,openml__Satellite__167211,4.0,True,True,False,False,False,binary
RandomForest,openml__Satellite__167211,30.0,,,,,,binary
SAINT,openml__Satellite__167211,5.0,True,True,False,False,False,binary
STG,openml__Satellite__167211,30.0,,,,,,binary
SVM,openml__Satellite__167211,30.0,,,,,,binary
TabNet,openml__Satellite__167211,30.0,,,,,,binary
TabPFNModel,openml__Satellite__167211,0.0,True,False,False,False,False,binary
TabTransformer,openml__Satellite__167211,30.0,,,,,,binary
VIME,openml__Satellite__167211,30.0,True,False,False,False,False,binary
XGBoost,openml__Satellite__167211,30.0,,,,,,binary
rtdl_FTTransformer,openml__Satellite__167211,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__Satellite__167211,30.0,,,,,,binary
rtdl_ResNet,openml__Satellite__167211,30.0,,,,,,binary
CatBoost,openml__SpeedDating__146607,30.0,,,,,,binary
DANet,openml__SpeedDating__146607,17.0,,,,,,binary
DecisionTree,openml__SpeedDating__146607,30.0,,,,,,binary
DeepFM,openml__SpeedDating__146607,30.0,,,,,,binary
KNN,openml__SpeedDating__146607,30.0,,,,,,binary
LightGBM,openml__SpeedDating__146607,30.0,,,,,,binary
LinearModel,openml__SpeedDating__146607,30.0,,,,,,binary
MLP,openml__SpeedDating__146607,30.0,True,False,False,False,False,binary
NAM,openml__SpeedDating__146607,9.0,,,,,,binary
NODE,openml__SpeedDating__146607,4.0,True,True,False,False,False,binary
RandomForest,openml__SpeedDating__146607,30.0,,,,,,binary
SAINT,openml__SpeedDating__146607,11.0,,,,,,binary
STG,openml__SpeedDating__146607,30.0,,,,,,binary
SVM,openml__SpeedDating__146607,30.0,,,,,,binary
TabNet,openml__SpeedDating__146607,24.0,,,,,,binary
TabPFNModel,openml__SpeedDating__146607,0.0,True,False,False,False,False,binary
TabTransformer,openml__SpeedDating__146607,30.0,,,,,,binary
VIME,openml__SpeedDating__146607,30.0,True,False,False,False,False,binary
XGBoost,openml__SpeedDating__146607,30.0,,,,,,binary
rtdl_FTTransformer,openml__SpeedDating__146607,29.0,,,,,,binary
rtdl_MLP,openml__SpeedDating__146607,30.0,,,,,,binary
rtdl_ResNet,openml__SpeedDating__146607,30.0,,,,,,binary
CatBoost,openml__acute-inflammations__10089,30.0,,,,,,binary
DANet,openml__acute-inflammations__10089,30.0,,,,,,binary
DecisionTree,openml__acute-inflammations__10089,30.0,,,,,,binary
DeepFM,openml__acute-inflammations__10089,30.0,,,,,,binary
KNN,openml__acute-inflammations__10089,30.0,,,,,,binary
LightGBM,openml__acute-inflammations__10089,30.0,,,,,,binary
LinearModel,openml__acute-inflammations__10089,30.0,,,,,,binary
MLP,openml__acute-inflammations__10089,30.0,True,False,False,False,False,binary
NAM,openml__acute-inflammations__10089,30.0,,,,,,binary
NODE,openml__acute-inflammations__10089,30.0,,,,,,binary
RandomForest,openml__acute-inflammations__10089,30.0,,,,,,binary
SAINT,openml__acute-inflammations__10089,6.0,True,True,False,False,False,binary
STG,openml__acute-inflammations__10089,30.0,,,,,,binary
SVM,openml__acute-inflammations__10089,30.0,,,,,,binary
TabNet,openml__acute-inflammations__10089,30.0,,,,,,binary
TabPFNModel,openml__acute-inflammations__10089,30.0,,,,,,binary
TabTransformer,openml__acute-inflammations__10089,30.0,,,,,,binary
VIME,openml__acute-inflammations__10089,30.0,True,False,False,False,False,binary
XGBoost,openml__acute-inflammations__10089,30.0,,,,,,binary
rtdl_FTTransformer,openml__acute-inflammations__10089,30.0,,,,,,binary
rtdl_MLP,openml__acute-inflammations__10089,30.0,,,,,,binary
rtdl_ResNet,openml__acute-inflammations__10089,30.0,,,,,,binary
CatBoost,openml__ada_agnostic__3896,30.0,,,,,,binary
DANet,openml__ada_agnostic__3896,28.0,,,,,,binary
DecisionTree,openml__ada_agnostic__3896,30.0,,,,,,binary
DeepFM,openml__ada_agnostic__3896,30.0,,,,,,binary
KNN,openml__ada_agnostic__3896,30.0,,,,,,binary
LightGBM,openml__ada_agnostic__3896,30.0,,,,,,binary
LinearModel,openml__ada_agnostic__3896,30.0,,,,,,binary
MLP,openml__ada_agnostic__3896,30.0,True,False,False,False,False,binary
NAM,openml__ada_agnostic__3896,29.0,,,,,,binary
NODE,openml__ada_agnostic__3896,6.0,True,True,False,False,False,binary
RandomForest,openml__ada_agnostic__3896,30.0,,,,,,binary
SAINT,openml__ada_agnostic__3896,3.0,True,True,False,False,False,binary
STG,openml__ada_agnostic__3896,30.0,,,,,,binary
SVM,openml__ada_agnostic__3896,4.0,True,True,False,False,False,binary
TabNet,openml__ada_agnostic__3896,30.0,,,,,,binary
TabPFNModel,openml__ada_agnostic__3896,0.0,True,False,False,False,False,binary
